SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-16-1,2349475,blender,What is the man doing to power the blender?,1,3644,1,1,44
Encode-Decode_Experiment-16-1,2356125,airport,Where is the luggage being moved to?,1,7442,1,1,45
Encode-Decode_Experiment-16-1,2386442,teeth,What is the person on the right wearing?,0,5681,2,3,46
Encode-Decode_Experiment-16-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,1,5500,2,2,47
Encode-Decode_Experiment-16-1,2367132,video game,How many men are playing in the scene?,1,3864,2,2,48
Encode-Decode_Experiment-16-1,2350974,drink,What is the child up against?,1,2284,1,1,49
Encode-Decode_Experiment-16-1,2360001,clock,What are the workers doing to the clock?,1,3944,4,4,50
Encode-Decode_Experiment-16-1,2369373,chef,What tool is the chef using?,1,4571,3,3,51
Encode-Decode_Experiment-16-1,2356125,airport,How many uniformed staff are moving the luggage?,0,2604,4,2,52
Encode-Decode_Experiment-16-1,2370664,donuts,How many donuts are in the scene?,1,3652,4,4,53
Encode-Decode_Experiment-16-1,2356991,baseball,What is the current action of the gloved player on the base?,0,14491,4,2,54
Encode-Decode_Experiment-16-1,2362704,bears,How many bears are in the scene?,1,3448,2,2,55
Encode-Decode_Experiment-16-1,2412687,dog,What is the dog biting onto in the scene?,1,5853,4,4,56
Encode-Decode_Experiment-16-1,2360001,clock,Where are the men standing?,0,9475,2,4,57
Encode-Decode_Experiment-16-1,2383555,boat,What is the woman at the back doing in the boat?,1,3240,4,4,58
Encode-Decode_Experiment-16-1,2394020,horse ride,What are the riders wearing on their heads?,1,11223,2,2,59
Encode-Decode_Experiment-16-1,2349475,blender,Which part of the blender is the woman holding?,1,4710,3,3,60
