SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-7-1,2362704,bears,How many bears are in the scene?,1,2188,2,2,27
Encode-Decode_Experiment-7-1,2356991,baseball,How is the player on the left (from your perspective) reaching the base?,1,8021,1,1,28
Encode-Decode_Experiment-7-1,2350974,drink,Between which two objects is the child standing?,1,6452,4,4,29
Encode-Decode_Experiment-7-1,2347400,wine,What are the men sitting on in the scene?,1,4305,1,1,30
Encode-Decode_Experiment-7-1,2411268,apple,Where is the fruit branch relative to the child?,1,4445,4,4,31
Encode-Decode_Experiment-7-1,2379478,baby-milk,What is the position of the babies?,1,4458,4,4,32
Encode-Decode_Experiment-7-1,2387122,polar bear,Where is the polar bear located in the scene?,1,3023,3,3,33
Encode-Decode_Experiment-7-1,2379478,baby-milk,How many babies are visible in the scene?,1,2669,2,2,34
Encode-Decode_Experiment-7-1,2344622,cat,What is the cat resting its head on?,1,2659,4,4,35
Encode-Decode_Experiment-7-1,2408717,surfboard,How many surfers are in the scene?,1,2304,2,2,36
Encode-Decode_Experiment-7-1,2394020,horse ride,What are the riders wearing on their heads?,0,4028,4,2,37
Encode-Decode_Experiment-7-1,2344622,cat,Where is the cat located?,1,3403,2,2,38
Encode-Decode_Experiment-7-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,8227,1,1,39
Encode-Decode_Experiment-7-1,2410309,laptop,How many laptops or electronic devices are visible?,1,2954,4,4,40
Encode-Decode_Experiment-7-1,2362704,bears,What are the bears doing with the pumpkins?,1,3754,4,4,41
Encode-Decode_Experiment-7-1,2411268,apple,What is the child holding while picking fruit?,1,3171,2,2,42
Encode-Decode_Experiment-7-1,2356991,baseball,What is the current action of the gloved player on the base?,1,7451,2,2,43
Encode-Decode_Experiment-7-1,2385550,tangerines,Where are the tangerines in the scene?,1,2464,4,4,44
Encode-Decode_Experiment-7-1,2386442,teeth,Who is brushing their teeth in the scene?,1,4326,1,1,45
Encode-Decode_Experiment-7-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,7033,3,3,46
Encode-Decode_Experiment-7-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),1,7519,1,1,47
Encode-Decode_Experiment-7-1,2369373,chef,What is the appearance of the oven?,0,4330,1,3,48
Encode-Decode_Experiment-7-1,2360001,clock,What are the workers doing to the clock?,1,3484,4,4,49
Encode-Decode_Experiment-7-1,2385851,suitcase,What are the men doing with the suitcases?,1,2584,2,2,50
Encode-Decode_Experiment-7-1,150472,pizza,How many women are in the scene?,1,2625,4,4,51
Encode-Decode_Experiment-7-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,1,6423,2,2,52
Encode-Decode_Experiment-7-1,2394020,horse ride,Where is the scene taking place?,0,4262,4,1,53
Encode-Decode_Experiment-7-1,2371471,bike-stuntmen,What is nearest to the motorcyclists?,0,8763,1,3,54
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,1,6995,3,3,55
Encode-Decode_Experiment-7-1,2410309,laptop,What is the baby touching?,0,3500,1,2,56
Encode-Decode_Experiment-7-1,2350974,drink,What is the child up against?,1,3744,1,1,57
Encode-Decode_Experiment-7-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,4954,3,3,58
Encode-Decode_Experiment-7-1,2367132,video game,How many men are playing in the scene?,1,2988,2,2,59
Encode-Decode_Experiment-7-1,2349475,blender,Which part of the blender is the woman holding?,1,3692,3,3,60
