SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-13-1,2409918,elephant,Where are the elephants in the scene?,1,5887,4,4,36
Encode-Decode_Experiment-13-1,2385550,tangerines,Which side of the frame is the boy on? (from your perspective),1,4891,3,3,37
Encode-Decode_Experiment-13-1,2356125,airport,How many uniformed staff are moving the luggage?,1,5479,2,2,38
Encode-Decode_Experiment-13-1,2411268,apple,Where is the fruit branch relative to the child?,1,6461,4,4,39
Encode-Decode_Experiment-13-1,2383555,boat,What is the woman at the back doing in the boat?,1,3642,4,4,40
Encode-Decode_Experiment-13-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,1,5496,3,3,41
Encode-Decode_Experiment-13-1,150472,pizza-slice,How many women are in the scene?,1,3176,4,4,42
Encode-Decode_Experiment-13-1,2394020,horse ride,Where is the scene taking place?,0,10517,4,1,43
Encode-Decode_Experiment-13-1,2344622,cat,What is the cat resting its head on?,1,3713,4,4,44
Encode-Decode_Experiment-13-1,2348899,tie,Where is the woman located relative to the man? (from your perspective),1,6644,1,1,45
Encode-Decode_Experiment-13-1,2397102,cake,What is the man holding besides the cake knife?,1,5802,3,3,46
Encode-Decode_Experiment-13-1,2410309,laptop,How many laptops or electronic devices are visible?,1,3730,4,4,47
Encode-Decode_Experiment-13-1,2350974,drink,What is the child up against?,1,5629,1,1,48
Encode-Decode_Experiment-13-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,3658,2,2,49
Encode-Decode_Experiment-13-1,2374670,spray-vehicle,What vehicle sprays water in the scene?,1,4751,1,1,50
Encode-Decode_Experiment-13-1,2411268,apple,What is the child holding while picking fruit?,1,3457,2,2,51
Encode-Decode_Experiment-13-1,2349475,blender,What is the man doing to power the blender?,1,3279,1,1,52
Encode-Decode_Experiment-13-1,2344622,cat,Where is the cat located?,1,4659,2,2,53
Encode-Decode_Experiment-13-1,2386442,teeth,What is the person on the right wearing?,1,7296,3,3,54
Encode-Decode_Experiment-13-1,2367132,video game,In which hand(s) are the men holding the controllers?,0,15044,2,4,55
Encode-Decode_Experiment-13-1,2369373,chef,What is the appearance of the oven?,1,4322,3,3,56
Encode-Decode_Experiment-13-1,2385550,tangerines,Where are the tangerines in the scene?,1,3565,4,4,57
Encode-Decode_Experiment-13-1,2409918,elephant,What is the elephant on the right (from your perspective) doing with its trunk?,0,6895,4,2,58
Encode-Decode_Experiment-13-1,2408717,surfboard,How many surfers are in the scene?,1,3379,2,2,59
Encode-Decode_Experiment-13-1,2370664,donuts,Where are the people located in the scene?,1,3212,1,1,60
