SubjectID,StimID,CueText,Question,Accuracy,RT_ms,Response,CorrectKey,TrialIndex
Encode-Decode_Experiment-18-1,2370664,donuts,Where are the people located in the scene?,1,2882,1,1,31
Encode-Decode_Experiment-18-1,2369373,chef,What is the appearance of the oven?,1,2070,3,3,32
Encode-Decode_Experiment-18-1,2385550,tangerines,Where are the tangerines in the scene?,1,2195,4,4,33
Encode-Decode_Experiment-18-1,2370664,donuts,How many donuts are in the scene?,1,1594,4,4,34
Encode-Decode_Experiment-18-1,2409918,elephant,Where are the elephants in the scene?,1,2426,4,4,35
Encode-Decode_Experiment-18-1,2367132,video game,In which hand(s) are the men holding the controllers?,0,2665,1,4,36
Encode-Decode_Experiment-18-1,2379478,baby-milk,What is the position of the babies?,1,2718,4,4,37
Encode-Decode_Experiment-18-1,2345035,football,Who runs toward the football in the scene?,1,1681,2,2,38
Encode-Decode_Experiment-18-1,2411268,apple,Where is the fruit branch relative to the child?,1,3692,4,4,39
Encode-Decode_Experiment-18-1,2360001,clock,What are the workers doing to the clock?,1,3224,4,4,40
Encode-Decode_Experiment-18-1,2374670,spray-vehicle,Where is the man standing relative to the vehicle?,1,4574,3,3,41
Encode-Decode_Experiment-18-1,2349475,blender,Which part of the blender is the woman holding?,1,1990,3,3,42
Encode-Decode_Experiment-18-1,2411268,apple,What is the child holding while picking fruit?,1,2046,2,2,43
Encode-Decode_Experiment-18-1,2356991,baseball,What is the current action of the gloved player on the base?,1,2907,2,2,44
Encode-Decode_Experiment-18-1,2397102,cake,What is the man holding besides the cake knife?,1,2447,3,3,45
Encode-Decode_Experiment-18-1,2410309,laptop,How many laptops or electronic devices are visible?,1,1821,4,4,46
Encode-Decode_Experiment-18-1,2344622,cat,Where is the cat located?,1,1644,2,2,47
Encode-Decode_Experiment-18-1,2367132,video game,How many men are playing in the scene?,1,1554,2,2,48
Encode-Decode_Experiment-18-1,2387122,polar bear,What is the polar bear doing next to the enclosure edge?,1,2714,1,1,49
Encode-Decode_Experiment-18-1,2412687,dog,What is the human's body position?,1,2326,3,3,50
Encode-Decode_Experiment-18-1,2394020,horse ride,What are the riders wearing on their heads?,1,1352,2,2,51
Encode-Decode_Experiment-18-1,150472,pizza-slice,How many women are in the scene?,1,1650,4,4,52
Encode-Decode_Experiment-18-1,2408717,surfboard,What are the surfers doing with the surfboards?,1,2112,3,3,53
Encode-Decode_Experiment-18-1,2350974,drink,What is the child up against?,1,2027,1,1,54
Encode-Decode_Experiment-18-1,2348899,tie,What is the woman doing?,1,2129,4,4,55
Encode-Decode_Experiment-18-1,2394020,horse ride,Where is the scene taking place?,1,1724,1,1,56
Encode-Decode_Experiment-18-1,2360001,clock,Where are the men standing?,0,1863,2,4,57
Encode-Decode_Experiment-18-1,2347400,wine,What are the men sitting on in the scene?,1,1132,1,1,58
Encode-Decode_Experiment-18-1,2347025,umbrella,Who is holding the umbrella in the scene?,1,1926,2,2,59
Encode-Decode_Experiment-18-1,2356125,airport,How many uniformed staff are moving the luggage?,1,1424,2,2,60
