SubjectID,StimID,node_id,concept,content_type,evidence_type,status,recalled,matched_phrase
Encode-Decode_Experiment-6-1,2348899,2348899_038,man,object_attribute,literal,correct,1,men
Encode-Decode_Experiment-6-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,girl
Encode-Decode_Experiment-3-1,2348899,2348899_004,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-3-1,2348899,2348899_005,one,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-3-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-3-1,2348899,2348899_010,touching,action_relation,literal,correct,1,touching tie
Encode-Decode_Experiment-3-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-3-1,2348899,2348899_017,sitting,action_relation,literal,correct,1,sat
Encode-Decode_Experiment-3-1,2348899,2348899_025,background,spatial_relation,literal,correct,1,in background
Encode-Decode_Experiment-3-1,2348899,2348899_038,man,object_attribute,literal,correct,1,men
Encode-Decode_Experiment-3-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-2-1,2348899,2348899_001,four,object_attribute,literal,correct,1,four people
Encode-Decode_Experiment-2-1,2348899,2348899_002,people,object_identity,literal,correct,1,people
Encode-Decode_Experiment-2-1,2348899,2348899_003,three,object_attribute,literal,correct,1,three men
Encode-Decode_Experiment-2-1,2348899,2348899_004,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-2-1,2348899,2348899_005,one,object_attribute,literal,correct,1,a woman
Encode-Decode_Experiment-2-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-2-1,2348899,2348899_010,touching,action_relation,literal,correct,1,touching the guys tie
Encode-Decode_Experiment-2-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-2-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink
Encode-Decode_Experiment-2-1,2348899,2348899_014,white,object_attribute,literal,correct,1,white
Encode-Decode_Experiment-2-1,2348899,2348899_016,chatting,action_relation,latent,correct,1,talking to each other
Encode-Decode_Experiment-2-1,2348899,2348899_017,sitting,action_relation,literal,correct,1,one was sitting
Encode-Decode_Experiment-2-1,2348899,2348899_038,man,object_attribute,literal,correct,1,men
Encode-Decode_Experiment-2-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-15-1,2348899,2348899_001,four,object_attribute,literal,correct,1,two other men stood to the left of him
Encode-Decode_Experiment-15-1,2348899,2348899_002,people,object_identity,literal,correct,1,women reaching to hold mans pink and white tie with two other men
Encode-Decode_Experiment-15-1,2348899,2348899_003,three,object_attribute,literal,correct,1,mans pink and white tie with two other men
Encode-Decode_Experiment-15-1,2348899,2348899_004,person,object_identity,literal,correct,1,mans
Encode-Decode_Experiment-15-1,2348899,2348899_005,one,object_attribute,literal,correct,1,women
Encode-Decode_Experiment-15-1,2348899,2348899_006,person,object_identity,literal,correct,1,women
Encode-Decode_Experiment-15-1,2348899,2348899_008,left,spatial_relation,literal,correct,1,to the left of him
Encode-Decode_Experiment-15-1,2348899,2348899_010,touching,action_relation,literal,correct,1,hold mans pink and white tie
Encode-Decode_Experiment-15-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-15-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink and white tie
Encode-Decode_Experiment-15-1,2348899,2348899_014,white,object_attribute,literal,correct,1,pink and white tie
Encode-Decode_Experiment-15-1,2348899,2348899_018,standing,action_relation,literal,correct,1,stood to the left of him
Encode-Decode_Experiment-15-1,2348899,2348899_020,reaching,action_relation,literal,correct,1,reaching to hold mans pink and white tie
Encode-Decode_Experiment-15-1,2348899,2348899_038,man,object_attribute,literal,correct,1,men
Encode-Decode_Experiment-15-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,women
Encode-Decode_Experiment-4-1,2348899,2348899_001,four,object_attribute,literal,correct,1,two men are sitting to the left of him
Encode-Decode_Experiment-4-1,2348899,2348899_002,people,object_identity,literal,correct,1,a man
Encode-Decode_Experiment-4-1,2348899,2348899_003,three,object_attribute,literal,correct,1,a man sitting down
Encode-Decode_Experiment-4-1,2348899,2348899_004,person,object_identity,literal,correct,1,man
Encode-Decode_Experiment-4-1,2348899,2348899_005,one,object_attribute,literal,correct,1,a women
Encode-Decode_Experiment-4-1,2348899,2348899_006,person,object_identity,literal,correct,1,women
Encode-Decode_Experiment-4-1,2348899,2348899_008,left,spatial_relation,literal,correct,1,to the left of him
Encode-Decode_Experiment-4-1,2348899,2348899_009,right,spatial_relation,literal,correct,1,to the right
Encode-Decode_Experiment-4-1,2348899,2348899_010,touching,action_relation,literal,correct,1,is touchin ghte tie
Encode-Decode_Experiment-4-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-4-1,2348899,2348899_012,neck,object_identity,literal,correct,1,around his neck
Encode-Decode_Experiment-4-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink
Encode-Decode_Experiment-4-1,2348899,2348899_015,striped,object_attribute,literal,correct,1,stripey
Encode-Decode_Experiment-4-1,2348899,2348899_017,sitting,action_relation,literal,correct,1,sitting down
Encode-Decode_Experiment-4-1,2348899,2348899_018,standing,action_relation,literal,correct,1,is standing over him
Encode-Decode_Experiment-4-1,2348899,2348899_029,another,object_attribute,literal,correct,1,another tie
Encode-Decode_Experiment-4-1,2348899,2348899_033,already,object_attribute,speculative,correct,1,has a tie on
Encode-Decode_Experiment-4-1,2348899,2348899_038,man,object_attribute,literal,correct,1,man
Encode-Decode_Experiment-4-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,women
Encode-Decode_Experiment-16-1,2348899,2348899_001,four,object_attribute,literal,correct,1,three men one women
Encode-Decode_Experiment-16-1,2348899,2348899_002,people,object_identity,literal,correct,1,three men one women
Encode-Decode_Experiment-16-1,2348899,2348899_003,three,object_attribute,literal,correct,1,three men
Encode-Decode_Experiment-16-1,2348899,2348899_004,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-16-1,2348899,2348899_005,one,object_attribute,literal,correct,1,one women
Encode-Decode_Experiment-16-1,2348899,2348899_006,person,object_identity,literal,correct,1,women
Encode-Decode_Experiment-16-1,2348899,2348899_008,left,spatial_relation,literal,correct,1,to left of him
Encode-Decode_Experiment-16-1,2348899,2348899_009,right,spatial_relation,literal,correct,1,reaching right
Encode-Decode_Experiment-16-1,2348899,2348899_010,touching,action_relation,literal,correct,1,for mans tie
Encode-Decode_Experiment-16-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-16-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink
Encode-Decode_Experiment-16-1,2348899,2348899_014,white,object_attribute,literal,correct,1,white
Encode-Decode_Experiment-16-1,2348899,2348899_020,reaching,action_relation,literal,correct,1,reaching right for mans tie
Encode-Decode_Experiment-16-1,2348899,2348899_022a,blonde,object_attribute,literal,correct,1,blonde girl
Encode-Decode_Experiment-16-1,2348899,2348899_023,looking,action_relation,literal,correct,1,looking
Encode-Decode_Experiment-16-1,2348899,2348899_038,man,object_attribute,literal,correct,1,men
Encode-Decode_Experiment-16-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,women
Encode-Decode_Experiment-8-1,2348899,2348899_001,four,object_attribute,literal,correct,1,4 people in photo
Encode-Decode_Experiment-8-1,2348899,2348899_002,people,object_identity,literal,correct,1,4 people in photo
Encode-Decode_Experiment-8-1,2348899,2348899_003,three,object_attribute,literal,correct,1,3 men
Encode-Decode_Experiment-8-1,2348899,2348899_004,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-8-1,2348899,2348899_005,one,object_attribute,literal,correct,1,one woman
Encode-Decode_Experiment-8-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-8-1,2348899,2348899_008,left,spatial_relation,literal,correct,1,on left
Encode-Decode_Experiment-8-1,2348899,2348899_009,right,spatial_relation,literal,correct,1,on right
Encode-Decode_Experiment-8-1,2348899,2348899_010,touching,action_relation,literal,correct,1,is being touched by the woman
Encode-Decode_Experiment-8-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-8-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink and white tie
Encode-Decode_Experiment-8-1,2348899,2348899_014,white,object_attribute,literal,correct,1,pink and white tie
Encode-Decode_Experiment-8-1,2348899,2348899_015,striped,object_attribute,literal,correct,1,striped pink and white tie
Encode-Decode_Experiment-8-1,2348899,2348899_038,man,object_attribute,literal,correct,1,man
Encode-Decode_Experiment-8-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-9-1,2348899,2348899_001,four,object_attribute,literal,correct,1,4 people
Encode-Decode_Experiment-9-1,2348899,2348899_002,people,object_identity,literal,correct,1,people pictures
Encode-Decode_Experiment-9-1,2348899,2348899_003,three,object_attribute,literal,correct,1,2 men talking to a man
Encode-Decode_Experiment-9-1,2348899,2348899_004,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-9-1,2348899,2348899_005,one,object_attribute,literal,correct,1,a woman
Encode-Decode_Experiment-9-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-9-1,2348899,2348899_008,left,spatial_relation,literal,correct,1,to the left
Encode-Decode_Experiment-9-1,2348899,2348899_009,right,spatial_relation,literal,correct,1,on the right
Encode-Decode_Experiment-9-1,2348899,2348899_010,touching,action_relation,literal,correct,1,touch the pink tie
Encode-Decode_Experiment-9-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-9-1,2348899,2348899_012,neck,object_identity,literal,correct,1,around his neck
Encode-Decode_Experiment-9-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink tie
Encode-Decode_Experiment-9-1,2348899,2348899_016,chatting,action_relation,latent,correct,1,2 men talking to a man
Encode-Decode_Experiment-9-1,2348899,2348899_020,reaching,action_relation,literal,correct,1,reaching over a table
Encode-Decode_Experiment-9-1,2348899,2348899_022a,blonde,object_attribute,literal,correct,1,blonde curly hair
Encode-Decode_Experiment-9-1,2348899,2348899_023,looking,action_relation,literal,correct,1,not looking at her
Encode-Decode_Experiment-9-1,2348899,2348899_029,another,object_attribute,literal,correct,1,top of the other tie
Encode-Decode_Experiment-9-1,2348899,2348899_030,loose,object_attribute,literal,correct,1,losely around his neck
Encode-Decode_Experiment-9-1,2348899,2348899_033,already,object_attribute,speculative,correct,1,1 tie already on
Encode-Decode_Experiment-9-1,2348899,2348899_034,hair,object_identity,literal,correct,1,blonde hair
Encode-Decode_Experiment-9-1,2348899,2348899_035,dark,object_attribute,literal,correct,1,dark hair
Encode-Decode_Experiment-9-1,2348899,2348899_038,man,object_attribute,literal,correct,1,man
Encode-Decode_Experiment-9-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-7-1,2348899,2348899_001,four,object_attribute,literal,correct,1,2 other men
Encode-Decode_Experiment-7-1,2348899,2348899_002,people,object_identity,literal,correct,1,a man
Encode-Decode_Experiment-7-1,2348899,2348899_003,three,object_attribute,literal,correct,1,2 other men
Encode-Decode_Experiment-7-1,2348899,2348899_004,person,object_identity,literal,correct,1,man
Encode-Decode_Experiment-7-1,2348899,2348899_005,one,object_attribute,literal,correct,1,a woman
Encode-Decode_Experiment-7-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-7-1,2348899,2348899_007,center,spatial_relation,literal,correct,1,in the middle
Encode-Decode_Experiment-7-1,2348899,2348899_008,left,spatial_relation,literal,correct,1,to the left of the man
Encode-Decode_Experiment-7-1,2348899,2348899_009,right,spatial_relation,literal,correct,1,to the right of him
Encode-Decode_Experiment-7-1,2348899,2348899_010,touching,action_relation,literal,correct,1,holdinbg the tie
Encode-Decode_Experiment-7-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-7-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink and white stripped tie
Encode-Decode_Experiment-7-1,2348899,2348899_014,white,object_attribute,literal,correct,1,pink and white stripped tie
Encode-Decode_Experiment-7-1,2348899,2348899_015,striped,object_attribute,literal,correct,1,stripped tie
Encode-Decode_Experiment-7-1,2348899,2348899_017,sitting,action_relation,literal,correct,1,sat in the middle
Encode-Decode_Experiment-7-1,2348899,2348899_018,standing,action_relation,literal,correct,1,standing to the left
Encode-Decode_Experiment-7-1,2348899,2348899_038,man,object_attribute,literal,correct,1,man
Encode-Decode_Experiment-7-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-19-1,2348899,2348899_001,four,object_attribute,literal,correct,1,"3 guys, 1 women"
Encode-Decode_Experiment-19-1,2348899,2348899_002,people,object_identity,literal,correct,1,"3 guys, 1 women"
Encode-Decode_Experiment-19-1,2348899,2348899_003,three,object_attribute,literal,correct,1,3 guys
Encode-Decode_Experiment-19-1,2348899,2348899_004,person,object_identity,literal,correct,1,guys
Encode-Decode_Experiment-19-1,2348899,2348899_005,one,object_attribute,literal,correct,1,1 women
Encode-Decode_Experiment-19-1,2348899,2348899_006,person,object_identity,literal,correct,1,women
Encode-Decode_Experiment-19-1,2348899,2348899_010,touching,action_relation,literal,correct,1,pulling a guys tie
Encode-Decode_Experiment-19-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-19-1,2348899,2348899_019,playing,action_relation,latent,correct,1,playing/ pulling a guys tie
Encode-Decode_Experiment-19-1,2348899,2348899_038,man,object_attribute,literal,correct,1,guys
Encode-Decode_Experiment-19-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,women
Encode-Decode_Experiment-17-1,2348899,2348899_004,person,object_identity,literal,correct,1,man
Encode-Decode_Experiment-17-1,2348899,2348899_005,one,object_attribute,literal,correct,1,a woman
Encode-Decode_Experiment-17-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-17-1,2348899,2348899_010,touching,action_relation,literal,correct,1,plays with his white and pink tie
Encode-Decode_Experiment-17-1,2348899,2348899_011,tie,object_identity,literal,correct,1,tie
Encode-Decode_Experiment-17-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink tie
Encode-Decode_Experiment-17-1,2348899,2348899_014,white,object_attribute,literal,correct,1,white and pink tie
Encode-Decode_Experiment-17-1,2348899,2348899_016,chatting,action_relation,latent,correct,1,talkign to his two friends
Encode-Decode_Experiment-17-1,2348899,2348899_019,playing,action_relation,latent,correct,1,plays with his white and pink tie
Encode-Decode_Experiment-17-1,2348899,2348899_038,man,object_attribute,literal,correct,1,man
Encode-Decode_Experiment-17-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
Encode-Decode_Experiment-18-1,2348899,2348899_002,people,object_identity,literal,correct,1,three people
Encode-Decode_Experiment-18-1,2348899,2348899_004,person,object_identity,literal,correct,1,men
Encode-Decode_Experiment-18-1,2348899,2348899_005,one,object_attribute,literal,correct,1,one woman
Encode-Decode_Experiment-18-1,2348899,2348899_006,person,object_identity,literal,correct,1,woman
Encode-Decode_Experiment-18-1,2348899,2348899_011,tie,object_identity,literal,correct,1,man's tie
Encode-Decode_Experiment-18-1,2348899,2348899_013,pink,object_attribute,literal,correct,1,pink and white striped
Encode-Decode_Experiment-18-1,2348899,2348899_014,white,object_attribute,literal,correct,1,pink and white striped
Encode-Decode_Experiment-18-1,2348899,2348899_015,striped,object_attribute,literal,correct,1,striped
Encode-Decode_Experiment-18-1,2348899,2348899_017,sitting,action_relation,literal,correct,1,are sat down
Encode-Decode_Experiment-18-1,2348899,2348899_022a,blonde,object_attribute,literal,correct,1,blonde hair
Encode-Decode_Experiment-18-1,2348899,2348899_032,laughing,action_relation,speculative,correct,1,all laughing
Encode-Decode_Experiment-18-1,2348899,2348899_034,hair,object_identity,literal,correct,1,blonde hair
Encode-Decode_Experiment-18-1,2348899,2348899_038,man,object_attribute,literal,correct,1,men
Encode-Decode_Experiment-18-1,2348899,2348899_039,woman,object_attribute,literal,correct,1,woman
