SubjectID,StimID,n_object_identity_recalled,n_object_identity_total,n_object_attribute_recalled,n_object_attribute_total,n_action_relation_recalled,n_action_relation_total,n_spatial_relation_recalled,n_spatial_relation_total,n_scene_gist_recalled,n_scene_gist_total,n_literal_recalled,n_literal_total,n_latent_recalled,n_latent_total,n_speculative_recalled,n_speculative_total,n_object_identity_literal_recalled,n_object_identity_literal_total,n_object_identity_latent_recalled,n_object_identity_latent_total,n_object_identity_speculative_recalled,n_object_identity_speculative_total,n_object_attribute_literal_recalled,n_object_attribute_literal_total,n_object_attribute_latent_recalled,n_object_attribute_latent_total,n_object_attribute_speculative_recalled,n_object_attribute_speculative_total,n_action_relation_literal_recalled,n_action_relation_literal_total,n_action_relation_latent_recalled,n_action_relation_latent_total,n_action_relation_speculative_recalled,n_action_relation_speculative_total,n_spatial_relation_literal_recalled,n_spatial_relation_literal_total,n_spatial_relation_latent_recalled,n_spatial_relation_latent_total,n_spatial_relation_speculative_recalled,n_spatial_relation_speculative_total,n_scene_gist_literal_recalled,n_scene_gist_literal_total,n_scene_gist_latent_recalled,n_scene_gist_latent_total,n_scene_gist_speculative_recalled,n_scene_gist_speculative_total,n_correct_nodes_recalled,n_correct_nodes_total,n_total_recalled,n_total_nodes
Encode-Decode_Experiment-14-1,2344622,1,11,0,5,1,2,0,5,0,0,2,20,0,3,0,0,1,9,0,2,0,0,0,4,0,1,0,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,23,2,29
Encode-Decode_Experiment-14-1,2349475,5,13,0,6,2,8,0,6,0,1,7,30,0,4,0,0,5,11,0,2,0,0,0,6,0,0,0,0,2,6,0,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0,7,34,7,40
Encode-Decode_Experiment-14-1,2350974,0,15,0,8,0,3,0,3,0,0,0,26,0,3,0,0,0,12,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,0,38
Encode-Decode_Experiment-14-1,2379478,4,10,1,7,2,3,2,4,0,0,9,21,0,3,0,0,4,9,0,1,0,0,1,5,0,2,0,0,2,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,9,24,9,25
Encode-Decode_Experiment-14-1,2385550,4,13,0,10,0,4,2,4,0,2,6,28,0,5,0,0,4,12,0,1,0,0,0,7,0,3,0,0,0,3,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,6,33,6,34
Encode-Decode_Experiment-14-1,2385851,5,15,4,7,2,3,3,8,0,2,13,33,1,2,0,0,4,13,1,2,0,0,4,7,0,0,0,0,2,3,0,0,0,0,3,8,0,0,0,0,0,2,0,0,0,0,14,35,14,38
Encode-Decode_Experiment-14-1,2408717,2,7,5,7,1,3,0,4,1,6,9,25,0,2,0,0,2,6,0,1,0,0,5,7,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,1,5,0,1,0,0,9,27,9,35
Encode-Decode_Experiment-14-1,2411268,5,8,3,7,2,6,0,4,0,1,10,25,0,1,0,0,5,8,0,0,0,0,3,7,0,0,0,0,2,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,10,26,10,39
Encode-Decode_Experiment-15-1,2344622,4,11,1,5,2,2,2,5,0,0,9,20,0,3,0,0,4,9,0,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,9,23,9,29
Encode-Decode_Experiment-15-1,2349475,4,13,0,6,3,8,4,6,0,1,9,30,2,4,0,0,3,11,1,2,0,0,0,6,0,0,0,0,2,6,1,2,0,0,4,6,0,0,0,0,0,1,0,0,0,0,11,34,11,40
Encode-Decode_Experiment-15-1,2350974,5,15,2,8,1,3,1,3,0,0,9,26,0,3,0,0,5,12,0,3,0,0,2,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,9,29,9,38
Encode-Decode_Experiment-15-1,2379478,0,10,0,7,0,3,0,4,0,0,0,21,0,3,0,0,0,9,0,1,0,0,0,5,0,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,25
Encode-Decode_Experiment-15-1,2385550,8,13,2,10,0,4,2,4,0,2,12,28,0,5,0,0,8,12,0,1,0,0,2,7,0,3,0,0,0,3,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,0,12,33,12,34
Encode-Decode_Experiment-15-1,2385851,4,15,3,7,2,3,2,8,0,2,10,33,1,2,0,0,3,13,1,2,0,0,3,7,0,0,0,0,2,3,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,11,35,11,38
Encode-Decode_Experiment-15-1,2408717,2,7,3,7,1,3,1,4,1,6,8,25,0,2,0,0,2,6,0,1,0,0,3,7,0,0,0,0,1,3,0,0,0,0,1,4,0,0,0,0,1,5,0,1,0,0,8,27,8,35
Encode-Decode_Experiment-15-1,2411268,5,8,4,7,4,6,1,4,1,1,14,25,1,1,0,0,5,8,0,0,0,0,4,7,0,0,0,0,4,6,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,15,26,15,39
Encode-Decode_Experiment-16-1,2344622,7,11,2,5,0,2,3,5,0,0,10,20,2,3,0,0,6,9,1,2,0,0,1,4,1,1,0,0,0,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,12,23,12,29
Encode-Decode_Experiment-16-1,2349475,6,13,0,6,4,8,3,6,0,1,11,30,2,4,0,0,6,11,0,2,0,0,0,6,0,0,0,0,2,6,2,2,0,0,3,6,0,0,0,0,0,1,0,0,0,0,13,34,13,40
Encode-Decode_Experiment-16-1,2350974,2,15,0,8,1,3,0,3,0,0,3,26,0,3,0,0,2,12,0,3,0,0,0,8,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,29,3,38
Encode-Decode_Experiment-16-1,2379478,5,10,2,7,2,3,2,4,0,0,11,21,0,3,0,0,5,9,0,1,0,0,2,5,0,2,0,0,2,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,11,24,11,25
Encode-Decode_Experiment-16-1,2385550,7,13,2,10,0,4,2,4,2,2,13,28,0,5,0,0,7,12,0,1,0,0,2,7,0,3,0,0,0,3,0,1,0,0,2,4,0,0,0,0,2,2,0,0,0,0,13,33,13,34
Encode-Decode_Experiment-16-1,2385851,4,15,4,7,2,3,3,8,2,2,14,33,1,2,0,0,3,13,1,2,0,0,4,7,0,0,0,0,2,3,0,0,0,0,3,8,0,0,0,0,2,2,0,0,0,0,15,35,15,38
Encode-Decode_Experiment-16-1,2408717,3,7,2,7,2,3,3,4,3,6,13,25,0,2,0,0,3,6,0,1,0,0,2,7,0,0,0,0,2,3,0,0,0,0,3,4,0,0,0,0,3,5,0,1,0,0,13,27,13,35
Encode-Decode_Experiment-16-1,2411268,0,8,0,7,0,6,0,4,0,1,0,25,0,1,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,26,0,39
Encode-Decode_Experiment-2-1,150472,2,8,0,7,0,6,0,1,0,4,2,24,0,2,0,0,2,7,0,1,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,2,26,2,47
Encode-Decode_Experiment-2-1,2344622,5,11,1,5,2,2,2,5,0,0,8,20,2,3,0,0,3,9,2,2,0,0,1,4,0,1,0,0,2,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,10,23,10,29
Encode-Decode_Experiment-2-1,2345035,3,18,2,17,2,3,0,8,0,3,7,41,0,8,0,0,3,15,0,3,0,0,2,13,0,4,0,0,2,3,0,0,0,0,0,8,0,0,0,0,0,2,0,1,0,0,7,49,7,52
Encode-Decode_Experiment-2-1,2347025,5,15,3,13,2,5,1,2,0,0,11,31,0,4,0,0,5,13,0,2,0,0,3,12,0,1,0,0,2,4,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,11,35,11,38
Encode-Decode_Experiment-2-1,2347400,5,13,2,9,2,5,3,6,0,2,11,32,1,3,0,0,5,13,0,0,0,0,2,8,0,1,0,0,1,4,1,1,0,0,3,6,0,0,0,0,0,1,0,1,0,0,12,35,12,41
Encode-Decode_Experiment-2-1,2348899,4,9,5,12,3,8,0,4,0,0,11,31,1,2,0,0,4,9,0,0,0,0,5,12,0,0,0,0,2,6,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,33,12,37
Encode-Decode_Experiment-2-1,2349475,6,13,2,6,2,8,0,6,1,1,11,30,0,4,0,0,6,11,0,2,0,0,2,6,0,0,0,0,2,6,0,2,0,0,0,6,0,0,0,0,1,1,0,0,0,0,11,34,11,40
Encode-Decode_Experiment-2-1,2350974,4,15,0,8,1,3,1,3,0,0,5,26,1,3,0,0,3,12,1,3,0,0,0,8,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,29,6,38
Encode-Decode_Experiment-2-1,2356125,3,11,6,12,2,8,2,6,0,1,13,33,0,5,0,0,3,8,0,3,0,0,6,12,0,0,0,0,2,7,0,1,0,0,2,6,0,0,0,0,0,0,0,1,0,0,13,38,13,42
Encode-Decode_Experiment-2-1,2356991,2,11,1,6,1,10,0,7,0,4,4,32,0,6,0,0,2,9,0,2,0,0,1,6,0,0,0,0,1,9,0,1,0,0,0,7,0,0,0,0,0,1,0,3,0,0,4,38,4,42
Encode-Decode_Experiment-2-1,2360001,4,9,3,9,2,4,1,4,0,1,10,26,0,1,0,0,4,8,0,1,0,0,3,9,0,0,0,0,2,4,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,10,27,10,29
Encode-Decode_Experiment-2-1,2362704,3,4,1,6,3,7,1,5,0,0,8,22,0,0,0,0,3,4,0,0,0,0,1,6,0,0,0,0,3,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,8,22,8,22
Encode-Decode_Experiment-2-1,2367132,4,10,2,8,2,5,1,4,0,1,9,26,0,2,0,0,4,10,0,0,0,0,2,8,0,0,0,0,2,4,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,9,28,9,33
Encode-Decode_Experiment-2-1,2369373,0,21,0,4,0,2,0,4,0,0,0,27,0,4,0,0,0,17,0,4,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,0,33
Encode-Decode_Experiment-2-1,2370664,7,11,4,10,1,5,1,5,1,3,14,32,0,2,0,0,7,10,0,1,0,0,4,9,0,1,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,0,14,34,14,37
