SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,5708,5896,188,1516.2,556.7,808.64,395.88,7.0,head of the man with a hat,polygon,,0.064753
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,5914,6028,114,1518.0,501.2,809.6,356.41,7.0,head of the man with a hat,polygon,,0.056719
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,6084,6344,260,615.0,575.6,328.0,409.32,20.0,man in a blue shirt eating a donut,polygon,,0.159662
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,6372,6546,174,703.3,660.9,375.09,469.97,1.0,donut with a bite taken out,polygon,,0.262932
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,6590,7114,524,1071.6,462.8,571.52,329.1,33.0,smiling woman in a red shirt with a donut,polygon,,0.139002
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7132,7264,132,1076.8,408.9,574.29,290.77,33.0,smiling woman in a red shirt with a donut,polygon,,0.132227
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7282,7516,234,1058.8,377.8,564.69,268.66,33.0,smiling woman in a red shirt with a donut,polygon,,0.131558
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7540,7906,366,1137.2,358.8,606.51,255.15,33.0,smiling woman in a red shirt with a donut,polygon,,0.126303
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,7944,8216,272,1457.5,462.7,777.33,329.03,7.0,head of the man with a hat,polygon,,0.035612
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,8292,9106,814,1060.1,449.3,565.39,319.5,33.0,smiling woman in a red shirt with a donut,polygon,,0.120905
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,9374,9538,164,985.2,495.0,525.44,352.0,33.0,smiling woman in a red shirt with a donut,polygon,,0.279428
Encode-Decode_Experiment-7-1,2370664,donuts,encoding,2,2,9566,10154,588,1035.4,400.2,552.21,284.59,33.0,smiling woman in a red shirt with a donut,polygon,,0.134229
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,10162,10434,272,1015.6,558.3,541.65,397.01,12.0,brown hair of man with gray suit,polygon,,0.105035
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,10468,10698,230,924.0,787.9,492.8,560.28,14.0,man with gray suit jacket smiling,polygon,,0.108552
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,10724,11042,318,1024.8,859.2,546.56,610.99,13.0,woman with long blonde hair adjusting man's tie,polygon,,0.24604
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,11066,11462,396,1073.4,792.6,572.48,563.63,14.0,man with gray suit jacket smiling,polygon,,0.14921
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,11484,11838,354,990.4,811.7,528.21,577.21,14.0,man with gray suit jacket smiling,polygon,,0.145826
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,11850,12230,380,1005.2,838.3,536.11,596.12,13.0,woman with long blonde hair adjusting man's tie,polygon,,0.190741
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,12276,12544,268,1272.2,559.4,678.51,397.8,7.0,doorway with white frame leading to another room,polygon,,0.209666
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,12586,12812,226,865.5,611.3,461.6,434.7,14.0,man with gray suit jacket smiling,polygon,,0.089779
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,12842,13076,234,699.2,549.0,372.91,390.4,9.0,man in black suit pointing,polygon,,0.069207
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,13114,13312,198,497.4,617.7,265.28,439.25,9.0,man in black suit pointing,polygon,,0.419235
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,13350,13612,262,852.9,614.2,454.88,436.76,14.0,man with gray suit jacket smiling,polygon,,0.098733
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,13656,14218,562,951.4,812.0,507.41,577.42,2.0,red and white striped tie worn by man in gray suit,polygon,,0.125071
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,14264,14472,208,1386.4,668.2,739.41,475.16,13.0,woman with long blonde hair adjusting man's tie,polygon,,0.110352
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,14504,14728,224,1360.0,465.4,725.33,330.95,13.0,woman with long blonde hair adjusting man's tie,polygon,,0.168835
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,14782,15068,286,987.6,708.3,526.72,503.68,10.0,green shirt worn by man with gray suit,polygon,,0.132535
Encode-Decode_Experiment-7-1,2348899,tie,encoding,3,3,15118,15230,112,487.9,540.6,260.21,384.43,9.0,man in black suit pointing,polygon,,0.42222
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,15238,15670,432,1031.0,550.8,549.87,391.68,11.0,"man wearing a white shirt and blue jeans, bending over in the bed of a truck",polygon,,0.271339
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,15694,15960,266,900.2,497.5,480.11,353.78,4.0,"shirt in blue, white , and red colors.",polygon,,0.261818
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,16006,16324,318,574.6,663.8,306.45,472.04,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.124034
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,16358,16612,254,911.8,550.6,486.29,391.54,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.183326
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,16640,16870,230,1034.2,549.1,551.57,390.47,11.0,"man wearing a white shirt and blue jeans, bending over in the bed of a truck",polygon,,0.276815
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,16898,17160,262,1140.1,612.3,608.05,435.41,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.265647
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,17182,17278,96,1215.5,608.8,648.27,432.92,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.54482
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,17336,17604,268,393.9,436.9,210.08,310.68,27.0,"truck with a man in the back, spraying water",polygon,,0.082005
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,17638,17770,132,407.1,236.8,217.12,168.39,,,none,,0.29277
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,17828,17940,112,1008.6,195.4,537.92,138.95,27.0,"truck with a man in the back, spraying water",polygon,,0.14079
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,17986,18302,316,1396.3,194.3,744.69,138.17,18.0,rail in rusty red truck.,proximity,40.39,0.291965
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,18358,18666,308,563.3,155.9,300.43,110.86,,,none,,0.338453
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,18710,18870,160,427.0,357.6,227.73,254.29,27.0,"truck with a man in the back, spraying water",polygon,,0.122606
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,18914,19066,152,255.5,739.9,136.27,526.15,33.0,"tire in thick mud, part of the truck",polygon,,0.091555
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,19106,19234,128,527.6,784.1,281.39,557.58,26.0,water splashing from the truck's tires as it moves through the mud.,proximity,47.65,0.209468
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,19296,19374,78,1485.2,846.4,792.11,601.88,20.0,race track with a red truck on it,polygon,,0.045155
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,19406,19478,72,1478.3,835.5,788.43,594.13,20.0,race track with a red truck on it,polygon,,0.053841
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,19496,19518,22,1478.5,854.4,788.53,607.57,20.0,race track with a red truck on it,polygon,,0.045647
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,19552,19784,232,1227.3,589.6,654.56,419.27,6.0,"truck with a man in the driver's seat, spraying water",polygon,,0.604568
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,19828,20024,196,1508.6,498.4,804.59,354.42,3.0,grass and hay scattered on the ground,polygon,,0.047234
Encode-Decode_Experiment-7-1,2374670,spray-vehicle,encoding,4,4,20054,20308,254,1616.6,416.7,862.19,296.32,21.0,hay scattered on the ground,polygon,,0.084721
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,20316,20552,236,1014.1,546.9,540.85,388.91,2.0,smoothie inside the blender with orange liquid.,polygon,,0.026824
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,20586,20700,114,748.6,512.4,399.25,364.37,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.063641
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,20734,20984,250,1033.7,544.0,551.31,386.84,2.0,smoothie inside the blender with orange liquid.,polygon,,0.026339
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,21032,21170,138,1346.4,332.3,718.08,236.3,,,none,,0.139056
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,21198,21406,208,1498.9,249.4,799.41,177.35,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.064968
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,21440,21606,166,1608.2,432.8,857.71,307.77,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.038418
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,21640,21780,140,1336.7,516.4,712.91,367.22,8.0,woman wearing a green shirt and blue jeans,polygon,,0.091386
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,21830,22184,354,709.5,582.3,378.4,414.08,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.038075
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,22236,22418,182,905.0,671.0,482.67,477.16,,,none,,0.114909
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,22464,22728,264,991.8,822.5,528.96,584.89,24.0,base in metal stand of blender.,polygon,,0.062177
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,22778,23116,338,1003.7,487.2,535.31,346.45,2.0,smoothie inside the blender with orange liquid.,polygon,,0.020453
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,23144,23366,222,1029.5,409.1,549.07,290.92,12.0,cap on the blender being held by a woman.,polygon,,0.064079
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,23408,23584,176,733.7,493.7,391.31,351.08,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.047918
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,23596,23796,200,714.7,477.4,381.17,339.48,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.058192
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,23830,24124,294,830.9,736.3,443.15,523.59,,,none,,0.211715
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,24162,24352,190,717.0,530.9,382.4,377.53,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.080622
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,24402,24794,392,1311.6,530.9,699.52,377.53,8.0,woman wearing a green shirt and blue jeans,polygon,,0.061701
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,24834,25132,298,1296.1,724.1,691.25,514.92,5.0,person wearing a yellow shirt holding a drink can.,polygon,,0.082894
Encode-Decode_Experiment-7-1,2349475,blender,encoding,5,5,25178,25386,208,1518.7,334.1,809.97,237.58,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.058484
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,25394,25652,258,990.9,574.2,528.48,408.32,5.0,sidewalk made of concrete tiles,polygon,,0.070614
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,25680,26036,356,902.7,471.1,481.44,335.0,23.0,man on the left carrying a red suitcase on his shoulder,polygon,,0.262542
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,26064,26446,382,1113.7,361.3,593.97,256.92,31.0,grey jacket worn by the right person,polygon,,0.075665
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,26464,26608,144,1097.3,325.6,585.23,231.54,9.0,luggages being carried by two people,polygon,,0.030575
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,26648,26968,320,859.5,396.8,458.4,282.17,18.0,red suitcases being carried by two people,polygon,,0.150993
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,26994,27292,298,785.9,358.3,419.15,254.79,4.0,black bag on the left person's back,polygon,,0.317123
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,27334,27598,264,809.7,511.4,431.84,363.66,14.0,sweatshirt worn by a person.,polygon,,0.150455
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,27624,27822,198,811.2,436.0,432.64,310.04,30.0,suitcase being carried by the left person,polygon,,0.056278
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,27866,28152,286,1093.4,288.7,583.15,205.3,9.0,luggages being carried by two people,polygon,,0.024043
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,28196,28488,292,1122.7,445.6,598.77,316.87,31.0,grey jacket worn by the right person,polygon,,0.114757
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,28732,28918,186,888.1,347.6,473.65,247.18,4.0,black bag on the left person's back,polygon,,0.572333
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,28940,29308,368,820.2,365.2,437.44,259.7,4.0,black bag on the left person's back,polygon,,0.206081
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,29332,29512,180,757.8,419.2,404.16,298.1,30.0,suitcase being carried by the left person,polygon,,0.07011
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,29548,29696,148,851.1,471.8,453.92,335.5,23.0,man on the left carrying a red suitcase on his shoulder,polygon,,0.198043
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,29718,29908,190,862.5,409.6,460.0,291.27,18.0,red suitcases being carried by two people,polygon,,0.17752
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,29938,30310,372,1083.0,301.0,577.6,214.04,9.0,luggages being carried by two people,polygon,,0.042981
Encode-Decode_Experiment-7-1,2385851,suitcase,encoding,6,6,30336,30468,132,1144.3,349.9,610.29,248.82,13.0,"red suitcase with a handle, carried by the right person",polygon,,0.115285
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,30476,30708,232,1023.0,567.4,545.6,403.48,9.0,soccer player in blue uniform,polygon,,0.097988
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,30744,30964,220,859.2,393.8,458.24,280.04,5.0,blue jersey worn by a soccer player,polygon,,0.130583
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,30992,31280,288,1085.9,311.7,579.15,221.65,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.109403
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,31322,31502,180,1321.7,212.1,704.91,150.83,2.0,blue shirt worn by a man in the background,polygon,,0.117387
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,31550,31920,370,1796.4,182.3,958.08,129.64,,,none,,0.123103
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,31992,32182,190,1312.3,697.6,699.89,496.07,3.0,green grass soccer field,polygon,,0.010003
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,32214,32324,110,1078.3,692.0,575.09,492.09,9.0,soccer player in blue uniform,proximity,44.61,0.193854
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,32392,32526,134,832.1,192.7,443.79,137.03,21.0,"girl playing soccer, wearing a white shirt with number 20, black shorts, and black socks",polygon,,0.220061
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,32584,32930,346,279.2,190.9,148.91,135.75,13.0,white and blue soccer goal,polygon,,0.159926
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,32958,33108,150,422.5,234.9,225.33,167.04,10.0,"white net, part of the soccer goal",polygon,,0.041438
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,33140,33350,210,717.4,192.4,382.61,136.82,22.0,black hair,polygon,,0.182656
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,33402,33586,184,774.4,582.9,413.01,414.51,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.085195
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,33616,33790,174,986.2,424.0,525.97,301.51,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.545061
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,33834,34154,320,725.5,350.0,386.93,248.89,15.0,white shirt worn by a soccer player,polygon,,0.603267
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,34196,34588,392,982.2,425.1,523.84,302.29,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.55757
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,34648,35032,384,1055.7,837.6,563.04,595.63,18.0,black socks worn by a soccer player,polygon,,0.230893
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,35060,35176,116,896.6,883.3,478.19,628.12,9.0,soccer player in blue uniform,polygon,,0.130003
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,35212,35346,134,652.6,575.9,348.05,409.53,21.0,"girl playing soccer, wearing a white shirt with number 20, black shorts, and black socks",polygon,,0.122549
Encode-Decode_Experiment-7-1,2345035,football,encoding,7,7,35382,35550,168,735.7,283.4,392.37,201.53,15.0,white shirt worn by a soccer player,polygon,,0.341607
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,35558,35846,288,1033.7,566.4,551.31,402.77,8.0,woman with glasses opening mouth near pizza,polygon,,0.05307
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,35876,36104,228,802.5,609.6,428.0,433.49,18.0,two women interacting with pizza,polygon,,0.135471
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,36144,36470,326,507.6,411.3,270.72,292.48,2.0,woman with dark hair looking at pizza,polygon,,0.03774
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,36516,36862,346,946.0,340.7,504.53,242.28,21.0,glasses worn by a woman.,polygon,,0.129178
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,36886,37094,208,1015.1,334.0,541.39,237.51,21.0,glasses worn by a woman.,polygon,,0.070266
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,37140,37332,192,1474.4,261.7,786.35,186.1,17.0,van in black and yellow colors parked in the background.,polygon,,0.045926
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,37374,37560,186,977.2,310.6,521.17,220.87,21.0,glasses worn by a woman.,polygon,,0.101427
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,37584,37948,364,893.8,319.3,476.69,227.06,21.0,glasses worn by a woman.,polygon,,0.126131
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,37998,38240,242,479.1,434.5,255.52,308.98,2.0,woman with dark hair looking at pizza,polygon,,0.053644
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,38282,38664,382,579.5,574.9,309.07,408.82,23.0,pizza slice with cheese and sauce on a white paper plate,polygon,,0.099905
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,38708,38924,216,801.6,838.9,427.52,596.55,23.0,pizza slice with cheese and sauce on a white paper plate,polygon,,0.0834
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,38956,39128,172,791.9,716.0,422.35,509.16,18.0,two women interacting with pizza,polygon,,0.048319
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,39160,39508,348,627.7,640.7,334.77,455.61,14.0,cheese on top of a pizza slice.,polygon,,0.059051
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,39552,39792,240,997.3,892.4,531.89,634.6,3.0,finger prints on the paper plate.,polygon,,0.121086
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,39860,40044,184,938.0,322.4,500.27,229.26,21.0,glasses worn by a woman.,polygon,,0.12558
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,40070,40404,334,847.9,314.8,452.21,223.86,21.0,glasses worn by a woman.,polygon,,0.102257
Encode-Decode_Experiment-7-1,150472,pizza,encoding,8,8,40442,40576,134,1011.8,336.6,539.63,239.36,21.0,glasses worn by a woman.,polygon,,0.06704
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,40636,40940,304,1031.1,593.4,549.92,421.97,11.0,couple smiling and celebrating together.,polygon,,0.022622
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,40980,41110,130,875.0,382.5,466.67,272.0,11.0,couple smiling and celebrating together.,polygon,,0.043907
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,41168,41352,184,990.9,975.7,528.48,693.83,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.325585
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,41380,41684,304,895.1,933.2,477.39,663.61,,,none,,0.104739
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,41710,41862,152,997.6,967.5,532.05,688.0,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.317896
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,41886,42002,116,1098.4,994.1,585.81,706.92,19.0,writing on the cake indicating celebration.,polygon,,0.27705
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,42014,42052,38,1103.6,1006.0,588.59,715.38,19.0,writing on the cake indicating celebration.,polygon,,0.285177
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,42072,42140,68,1153.8,998.8,615.36,710.26,2.0,birthday cake with bold colors and decorations.,polygon,,0.257407
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,42152,42210,58,1156.0,1009.7,616.53,718.01,2.0,birthday cake with bold colors and decorations.,polygon,,0.250774
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,42278,42576,298,1225.5,444.2,653.6,315.88,24.0,beer bottle held by the man in his right hand.,polygon,,0.276407
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,42618,42802,184,1071.1,186.5,571.25,132.62,31.0,head of the man with a beard and mustache.,polygon,,0.04145
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,42846,43098,252,644.4,248.0,343.68,176.36,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.043015
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,43134,43494,360,518.6,542.1,276.59,385.49,18.0,"woman in a pink dress, smiling and cutting the cake with a man.",polygon,,0.0215
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,43566,43818,252,1197.3,421.0,638.56,299.38,24.0,beer bottle held by the man in his right hand.,polygon,,0.30188
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,43874,44026,152,1615.8,412.6,861.76,293.4,35.0,beer can in the background.,proximity,45.44,0.06629
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,44088,44302,214,1054.8,918.5,562.56,653.16,6.0,sprinkles on top of the birthday cake.,polygon,,0.136637
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,44338,44644,306,904.3,914.1,482.29,650.03,14.0,hand of the woman holding the knife.,polygon,,0.090159
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,44668,44958,290,812.9,877.5,433.55,624.0,11.0,couple smiling and celebrating together.,polygon,,0.041232
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,44972,45140,168,801.5,855.3,427.47,608.21,14.0,hand of the woman holding the knife.,polygon,,0.07271
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,45178,45358,180,950.9,951.6,507.15,676.69,29.0,"decorative cake being cut, frosted with sprinkles and candles.",polygon,,0.317215
Encode-Decode_Experiment-7-1,2397102,cake,encoding,9,9,45384,45704,320,1093.7,989.4,583.31,703.57,19.0,writing on the cake indicating celebration.,polygon,,0.273246
Encode-Decode_Experiment-7-1,2367132,video game,encoding,10,10,45712,46002,290,1012.1,565.5,539.79,402.13,,,none,,0.089397
Encode-Decode_Experiment-7-1,2367132,video game,encoding,10,10,46048,46358,310,1329.6,317.7,709.12,225.92,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.111111
Encode-Decode_Experiment-7-1,2367132,video game,encoding,10,10,46408,46660,252,740.2,293.3,394.77,208.57,2.0,man in brown shirt playing Wii with a controller,polygon,,0.079957
Encode-Decode_Experiment-7-1,2367132,video game,encoding,10,10,46708,47104,396,1319.0,274.3,703.47,195.06,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.178113
Encode-Decode_Experiment-7-1,2367132,video game,encoding,10,10,47122,47420,298,1316.4,220.3,702.08,156.66,20.0,black hair and sunglasses on a man's head,polygon,,0.178451
Encode-Decode_Experiment-7-1,2367132,video game,encoding,10,10,47446,47608,162,1343.2,295.9,716.37,210.42,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.111261
