SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,mean_meaning,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-21-1,2344622,encoding,0.295457,0.235294,0.203529,0.10751,17,4,False,0.241047,0.152495,14,17,34,31,0.9118,0.199449,0.56418,1.0,3433.0,4.0,4.0,What is the cat resting its head on?,1.0,4705.0,2.0,2.0,Where is the cat located?,15.0,2.0,,,,
Encode-Decode_Experiment-21-1,2348899,encoding,2.573692,0.833333,0.405417,0.166266,12,10,False,0.165393,0.253872,19,10,30,29,0.9667,0.197361,0.850597,1.0,4440.0,1.0,1.0,Where is the woman located relative to the man? (from your perspective),1.0,4503.0,4.0,4.0,What is the woman doing?,16.0,2.0,,,,
Encode-Decode_Experiment-21-1,2387122,encoding,0.74553,0.454545,0.362409,0.123585,22,10,False,0.281573,0.27842,18,10,32,28,0.875,0.275983,0.839256,1.0,3910.0,3.0,3.0,Where is the polar bear located in the scene?,1.0,11197.0,1.0,1.0,What is the polar bear doing next to the enclosure edge?,17.0,2.0,,,,
Encode-Decode_Experiment-21-1,2385851,encoding,-0.862265,0.08,0.14492,0.07529,25,2,False,0.061698,0.21657,4,23,30,27,0.9,0.221422,0.900542,0.0,4267.0,1.0,3.0,Where are the men?,1.0,3641.0,2.0,2.0,What are the men doing with the suitcases?,18.0,1.0,,,,
Encode-Decode_Experiment-21-1,2347400,encoding,1.050464,0.375,0.245625,0.12316,16,6,False,0.197188,0.236262,19,11,33,30,0.9091,0.217044,0.747304,1.0,4261.0,3.0,3.0,What are the men doing with the wine?,1.0,5650.0,1.0,1.0,What are the men sitting on in the scene?,22.0,2.0,,,,
Encode-Decode_Experiment-21-1,2385550,encoding,3.566782,0.590909,0.239,0.098663,22,13,False,0.251493,0.330165,28,5,34,33,0.9706,0.274977,0.811847,1.0,3729.0,4.0,4.0,Where are the tangerines in the scene?,1.0,4715.0,3.0,3.0,Which side of the frame is the boy on? (from your perspective),23.0,2.0,,,,
Encode-Decode_Experiment-21-1,2383555,encoding,0.063091,0.166667,0.161458,0.082552,24,4,False,0.185411,0.157189,8,26,36,34,0.9444,0.166229,0.779166,1.0,4006.0,2.0,2.0,Who is holding the child in the boat?,1.0,4029.0,4.0,4.0,What is the woman at the back doing in the boat?,25.0,2.0,,,,
Encode-Decode_Experiment-21-1,2394020,encoding,1.922107,0.764706,0.494588,0.140532,17,13,False,0.335897,0.389593,26,1,31,27,0.871,0.331395,0.857511,0.0,2943.0,3.0,2.0,What are the riders wearing on their heads?,1.0,3601.0,1.0,1.0,Where is the scene taking place?,27.0,1.0,,,,
Encode-Decode_Experiment-21-1,2347025,encoding,1.252733,0.722222,0.564278,0.12608,18,13,False,0.084255,0.099743,21,6,28,27,0.9643,0.088881,0.798926,1.0,4025.0,1.0,1.0,Where is the baby in relation to the mother?,1.0,3726.0,2.0,2.0,Who is holding the umbrella in the scene?,30.0,2.0,,,,
Encode-Decode_Experiment-21-1,2349475,encoding,2.823022,0.315789,0.106263,0.074221,19,6,False,0.089091,0.057822,14,17,32,31,0.9688,0.075462,0.731347,1.0,2751.0,1.0,1.0,What is the man doing to power the blender?,1.0,4475.0,3.0,3.0,Which part of the blender is the woman holding?,31.0,2.0,,,,
Encode-Decode_Experiment-21-1,2369373,encoding,1.237578,0.583333,0.431208,0.122922,24,14,False,0.24174,0.345396,23,6,30,29,0.9667,0.257515,0.732319,1.0,3777.0,3.0,3.0,What is the appearance of the oven?,1.0,5280.0,3.0,3.0,What tool is the chef using?,32.0,2.0,,,,
Encode-Decode_Experiment-21-1,2350974,encoding,2.207851,0.642857,0.328643,0.142317,14,9,False,0.27856,0.17911,25,3,31,28,0.9032,0.267982,0.842463,1.0,7594.0,4.0,4.0,Between which two objects is the child standing?,1.0,6372.0,1.0,1.0,What is the child up against?,33.0,2.0,,,,
Encode-Decode_Experiment-21-1,2362704,encoding,-0.046325,0.142857,0.146762,0.084291,21,3,False,0.161666,0.116052,9,21,30,30,1.0,0.129736,0.752484,1.0,3245.0,4.0,4.0,What are the bears doing with the pumpkins?,1.0,3094.0,2.0,2.0,How many bears are in the scene?,41.0,2.0,,,,
Encode-Decode_Experiment-21-1,2374670,encoding,1.774483,0.55,0.336,0.120599,20,11,False,0.24645,0.43385,21,7,28,28,1.0,0.2933,0.818053,1.0,7675.0,3.0,3.0,Where is the man standing relative to the vehicle?,1.0,5505.0,1.0,1.0,What vehicle sprays water in the scene?,42.0,2.0,,,,
Encode-Decode_Experiment-21-1,2356125,encoding,1.523555,0.352941,0.196647,0.102585,17,6,False,0.297813,0.327754,17,9,30,26,0.8667,0.299354,0.808644,1.0,4710.0,2.0,2.0,How many uniformed staff are moving the luggage?,0.0,9042.0,2.0,1.0,Where is the luggage being moved to?,44.0,1.0,,,,
Encode-Decode_Experiment-21-1,2345035,encoding,3.304901,0.518519,0.222185,0.089665,27,14,False,0.228298,0.194122,26,6,35,32,0.9143,0.223535,0.791409,1.0,5568.0,2.0,2.0,Who runs toward the football in the scene?,1.0,6194.0,3.0,3.0,What are the people doing with the football?,46.0,2.0,,,,
Encode-Decode_Experiment-21-1,2371471,encoding,3.381215,0.5625,0.192563,0.10941,16,9,False,0.287753,0.612561,23,4,27,27,1.0,0.335873,0.79526,1.0,7937.0,2.0,2.0,What stunt is one motorcyclist performing?,1.0,7739.0,3.0,3.0,What is nearest to the motorcyclists?,55.0,2.0,,,,
Encode-Decode_Experiment-21-1,2408717,encoding,0.888256,0.26087,0.181217,0.089673,23,6,False,0.189786,0.224559,13,17,36,30,0.8333,0.218541,0.780689,1.0,3932.0,3.0,3.0,What are the surfers doing with the surfboards?,1.0,5068.0,2.0,2.0,How many surfers are in the scene?,56.0,2.0,,,,
Encode-Decode_Experiment-21-1,2344622,decoding,,,,,0,0,True,,0.214357,0,11,11,11,1.0,0.214357,0.64053,,,,,,,,,,,,,cat laying on blue blanket next to woman typing on keyboard,27241.0,1.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2347025,decoding,,1.0,1.0,0.0,5,5,False,0.111517,,8,0,8,8,1.0,0.111517,0.735364,,,,,,,,,,,,,baby on womans back holding umbrella,13360.0,2.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2412687,decoding,1.157772,0.666667,0.324667,0.295395,3,2,False,0.005059,0.153036,8,1,9,9,1.0,0.021501,0.274698,,,,,,,,,,,,,dog biting a red frisbee that a man is holding,23803.0,3.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2394020,decoding,1.226625,1.0,0.67675,0.263528,4,4,False,0.217234,,9,0,9,9,1.0,0.217234,0.915189,,,,,,,,,,,,,two men riding horses in cowboy hats along th ebeach,16324.0,4.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2408717,decoding,,,,,0,0,True,,0.081174,0,9,9,9,1.0,0.081174,0.696473,,,,,,,,,,,,,4 women holding surfboards walking towards to sea,17825.0,5.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2350974,decoding,1.145568,0.6,0.3306,0.235167,5,3,False,0.12341,0.276692,6,3,9,9,1.0,0.174504,0.771306,,,,,,,,,,,,,two men sat on a couch smelling wine,17282.0,6.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2362704,decoding,,0.0,0.0,0.0,10,0,False,,0.086833,0,13,13,13,1.0,0.086833,0.751134,,,,,,,,,,,,,two bears eating pumpkin,9433.0,7.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2409918,decoding,-0.475979,0.5,0.6755,0.368714,2,1,False,0.072439,0.094625,2,8,10,10,1.0,0.090188,0.539582,,,,,,,,,,,,,two men on top of elephants that were swimming in water. one was eating,29882.0,8.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2385851,decoding,,0.0,0.0,0.0,4,0,False,,0.151965,0,9,9,9,1.0,0.151965,0.938281,,,,,,,,,,,,,two men were carryinh red suitcases underneath a covered passageway,24977.0,9.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2370664,decoding,,,,,0,0,True,,0.089162,0,10,10,10,1.0,0.089162,0.887241,,,,,,,,,,,,,three people in the street were all eating donuts. two women aand one man,30931.0,10.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2387122,decoding,,1.0,1.0,0.0,1,1,True,0.13262,,7,0,13,7,0.5385,0.124384,0.923919,,,,,,,,,,,,,polar bear was in water pressed up against the encolsure glass. person infront of the polar bear was holding a camera,38625.0,11.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2410309,decoding,1.466663,1.0,0.673667,0.222501,6,6,False,0.150505,,11,0,11,11,1.0,0.150505,0.564507,,,,,,,,,,,,,woman and baby sat on a sofa. woman had the laptop on her lap. baby was sat next to laptop and was touching the keyboard,53622.0,12.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2379478,decoding,-0.947241,0.285714,0.495571,0.221546,7,2,False,0.647276,0.530134,9,4,13,13,1.0,0.611232,0.854497,,,,,,,,,,,,,two babies were laying down on a bed drinking milk out of a bottle,18487.0,13.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2360001,decoding,0.677213,0.2,0.0974,0.151503,5,1,False,0.315312,0.312674,3,5,8,8,1.0,0.313664,0.289152,,,,,,,,,,,,,men were stood on svaffolding raising a clock,17501.0,14.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2347400,decoding,,0.0,0.0,0.0,5,0,False,,0.10326,0,6,10,6,0.6,0.101101,0.645595,,,,,,,,,,,,,two men sat on a sofa smelling wine,10820.0,15.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2383555,decoding,0.918842,0.333333,0.196333,0.149101,9,3,False,0.158588,0.237822,5,6,11,11,1.0,0.201807,0.860109,,,,,,,,,,,,,4 people on a boat. 3 women and 1 child. woman at the back was rowing th eboat. woman at front was holding child,35524.0,16.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2386442,decoding,1.589335,0.625,0.324875,0.188837,8,5,False,0.045021,0.028987,13,4,17,17,1.0,0.041248,0.676074,,,,,,,,,,,,,two children had tangerines in their mouths,14384.0,17.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2369373,decoding,,1.0,1.0,0.0,2,2,False,0.080219,,10,0,10,10,1.0,0.080219,0.57699,,,,,,,,,,,,,chef was making a pizza in a mouth shaped oven using a pizza paddle,20059.0,18.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2371471,decoding,,1.0,1.0,0.0,2,2,False,0.126151,,9,0,9,9,1.0,0.126151,0.680953,,,,,,,,,,,,,two bike riders. one was doing a hanstand. aiming to land on a dirt ramp,22962.0,19.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2349475,decoding,1.119902,0.8,0.509,0.259844,5,4,False,0.128292,0.048747,5,2,7,7,1.0,0.105565,0.732151,,,,,,,,,,,,,three people in image. woman was holding top of the blender. man was powering the blender by riding a bicycle,34646.0,20.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,150472,decoding,1.338841,0.4,0.1572,0.181351,5,2,False,0.123486,0.077411,3,3,6,6,1.0,0.100448,0.7866,,,,,,,,,,,,,two women eating a pizza slice that was on a paper plate in the street,20230.0,21.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2345035,decoding,-0.683041,0.0,0.1002,0.146697,5,0,False,,0.215314,0,6,10,6,0.6,0.177789,0.781333,,,,,,,,,,,,,,14999.0,22.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2385550,decoding,,,,,0,0,True,,0.325561,0,12,12,12,1.0,0.325561,0.80729,,,,,,,,,,,,,two children with tangerines in their mouths,15489.0,23.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2356125,decoding,,1.0,1.0,0.0,2,2,False,0.04126,,12,0,12,12,1.0,0.04126,0.530087,,,,,,,,,,,,,4 suited individuals in image. two were taking luggage off the conveyor belt.,32486.0,24.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2348899,decoding,0.913907,0.857143,0.670143,0.204616,7,6,False,0.188923,,11,0,11,11,1.0,0.188923,0.783818,,,,,,,,,,,,,"4 people in image. two men sat down, one stood up crouching. woman was touching one of the mens ties",44364.0,25.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2374670,decoding,-1.5839,0.25,0.665,0.262011,4,1,False,0.279228,0.224391,3,6,9,9,1.0,0.24267,0.889441,,,,,,,,,,,,,man was stood on the bavk of vehcile spraying water onto street,22312.0,26.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2367132,decoding,,,,,0,0,True,,0.040438,0,11,11,11,1.0,0.040438,0.654044,,,,,,,,,,,,,"two men were playing a bideo game holding remotes in both hands, girl was sat on sofa watching thm",31206.0,27.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2397102,decoding,,,,,0,0,True,,0.080756,0,8,8,8,1.0,0.080756,0.404956,,,,,,,,,,,,,couple were slicing a cake,8526.0,28.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2411268,decoding,-0.628225,0.5,0.6645,0.261849,4,2,False,0.059953,0.092013,4,4,8,8,1.0,0.075983,0.598798,,,,,,,,,,,,,child was underneath an apple tree holding a red bag,12835.0,29.0,Which description best matches the image?
Encode-Decode_Experiment-21-1,2356991,decoding,,,,,0,0,True,,0.017192,0,7,7,7,1.0,0.017192,0.523441,,,,,,,,,,,,,fielder was catching the ball. other player was sliding head first towards base,23259.0,30.0,Which description best matches the image?
