SubjectID,StimID,CueText,Phase,ViewingNumber,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,6198,6348,150,930.7,794.6,496.37,565.05,9.0,soccer player in blue uniform,polygon,,0.147287
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,6378,6742,364,751.7,853.4,400.91,606.86,8.0,black and white sneakers worn by a soccer player,polygon,,0.085507
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,6790,6990,200,673.1,525.1,358.99,373.4,21.0,"girl playing soccer, wearing a white shirt with number 20, black shorts, and black socks",polygon,,0.155114
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,7036,7284,248,616.2,348.3,328.64,247.68,15.0,white shirt worn by a soccer player,polygon,,0.385968
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,7328,7708,380,1195.2,257.5,637.44,183.11,,,none,,0.068389
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,7738,7900,162,1127.2,322.1,601.17,229.05,3.0,green grass soccer field,polygon,,0.040967
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,7948,8138,190,896.0,448.1,477.87,318.65,5.0,blue jersey worn by a soccer player,polygon,,0.398202
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,8186,8590,404,817.4,566.0,435.95,402.49,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.119969
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,8628,9932,1304,891.7,647.2,475.57,460.23,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.155126
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,9972,10484,512,1034.1,357.8,551.52,254.44,5.0,blue jersey worn by a soccer player,polygon,,0.091505
Encode-Decode_Experiment-1-1,2345035,football,encoding,1.0,2,2,10518,10696,178,1007.8,413.9,537.49,294.33,1.0,"two young soccer players in uniforms, actively engaged in a game",polygon,,0.428755
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,10704,10766,62,940.0,585.8,501.33,416.57,33.0,smiling woman in a red shirt with a donut,polygon,,0.261503
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,10780,11036,256,967.4,582.1,515.95,413.94,33.0,smiling woman in a red shirt with a donut,polygon,,0.360539
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,11090,11540,450,606.4,710.8,323.41,505.46,23.0,donut being eaten by the man on the left,polygon,,0.136986
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,11596,12044,448,1052.0,499.2,561.07,354.99,34.0,donut being held by the woman,polygon,,0.22869
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,12110,12326,216,1437.4,587.8,766.61,417.99,30.0,man in a gray shirt eating a doughnut,polygon,,0.1373
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,12360,12492,132,1488.8,626.6,794.03,445.58,30.0,man in a gray shirt eating a doughnut,polygon,,0.104453
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,12558,12694,136,1052.6,458.6,561.39,326.12,33.0,smiling woman in a red shirt with a donut,polygon,,0.139658
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,12722,12924,202,1036.8,508.6,552.96,361.67,34.0,donut being held by the woman,polygon,,0.29996
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,12988,13220,232,554.9,691.4,295.95,491.66,23.0,donut being eaten by the man on the left,polygon,,0.056982
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,13256,13374,118,479.6,607.7,255.79,432.14,20.0,man in a blue shirt eating a donut,polygon,,0.05473
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,13432,13926,494,1031.7,434.3,550.24,308.84,33.0,smiling woman in a red shirt with a donut,polygon,,0.135784
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,13950,14180,230,969.5,422.0,517.07,300.09,33.0,smiling woman in a red shirt with a donut,polygon,,0.21153
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,14234,14454,220,1468.4,557.8,783.15,396.66,30.0,man in a gray shirt eating a doughnut,polygon,,0.093362
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,14520,14690,170,995.1,400.1,530.72,284.52,33.0,smiling woman in a red shirt with a donut,polygon,,0.18028
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,14716,15540,824,979.1,434.4,522.19,308.91,33.0,smiling woman in a red shirt with a donut,polygon,,0.213029
Encode-Decode_Experiment-1-1,2370664,donuts,encoding,1.0,3,3,15592,16020,428,1376.8,483.2,734.29,343.61,,,none,,0.065285
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,16034,16314,280,945.8,611.0,504.43,434.49,14.0,man with gray suit jacket smiling,polygon,,0.124575
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,16344,16580,236,834.5,662.8,445.07,471.32,14.0,man with gray suit jacket smiling,polygon,,0.209516
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,16636,17190,554,927.1,881.2,494.45,626.63,2.0,red and white striped tie worn by man in gray suit,polygon,,0.154568
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,17206,17840,634,935.0,846.0,498.67,601.6,2.0,red and white striped tie worn by man in gray suit,polygon,,0.173677
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,17888,18244,356,1450.2,597.4,773.44,424.82,13.0,woman with long blonde hair adjusting man's tie,polygon,,0.082925
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,18340,18698,358,308.4,556.3,164.48,395.59,9.0,man in black suit pointing,polygon,,0.038643
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,18732,18904,172,406.9,626.7,217.01,445.65,9.0,man in black suit pointing,polygon,,0.168941
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,18948,19088,140,457.5,731.8,244.0,520.39,9.0,man in black suit pointing,polygon,,0.274804
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,19144,19430,286,566.8,364.3,302.29,259.06,9.0,man in black suit pointing,polygon,,0.05421
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,19462,19646,184,528.7,283.7,281.97,201.74,5.0,picture in brown frame on orange wall,polygon,,0.190131
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,19662,20212,550,489.2,290.3,260.91,206.44,5.0,picture in brown frame on orange wall,polygon,,0.086794
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,20270,20416,146,464.1,606.5,247.52,431.29,9.0,man in black suit pointing,polygon,,0.546263
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,20482,20706,224,1330.1,379.9,709.39,270.15,6.0,long blonde hair of woman adjusting tie,polygon,,0.136377
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,20744,21048,304,1269.6,268.7,677.12,191.08,7.0,doorway with white frame leading to another room,polygon,,0.061723
Encode-Decode_Experiment-1-1,2348899,tie,encoding,1.0,4,4,21112,21346,234,1186.0,651.6,632.53,463.36,15.0,orange wall with posters,polygon,,0.059294
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,21354,21798,444,897.4,596.4,478.61,424.11,1.0,"baby lying on bed, wearing cartoon-themed shirt and diaper, holding a bottle",polygon,,0.51742
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,21840,21948,108,1073.5,584.3,572.53,415.5,1.0,"baby lying on bed, wearing cartoon-themed shirt and diaper, holding a bottle",polygon,,0.503162
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,21996,22262,266,837.7,413.6,446.77,294.12,7.0,bottle of milk being held and drunk by baby,polygon,,0.330261
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,22286,22744,458,900.9,362.6,480.48,257.85,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.312562
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,22802,23022,220,1123.9,535.0,599.41,380.44,1.0,"baby lying on bed, wearing cartoon-themed shirt and diaper, holding a bottle",polygon,,0.371073
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,23040,23346,306,1079.3,558.0,575.63,396.8,,,none,,0.650735
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,23396,23818,422,897.4,349.6,478.61,248.6,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.290264
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,23882,24186,304,758.7,838.5,404.64,596.27,10.0,"long-sleeved, cartoon-themed shirt worn by baby",polygon,,0.435468
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,24224,24524,300,590.1,836.0,314.72,594.49,19.0,diaper worn by baby,polygon,,0.534868
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,24572,24790,218,624.7,425.8,333.17,302.79,17.0,white shirt worn by baby,polygon,,0.21344
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,24818,25076,258,746.9,364.3,398.35,259.06,17.0,white shirt worn by baby,polygon,,0.18684
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,25104,25930,826,926.2,348.4,493.97,247.75,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.262357
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,26078,26264,186,1100.4,534.8,586.88,380.3,,,none,,0.475864
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,26280,26496,216,1086.9,569.8,579.68,405.19,,,none,,0.600558
Encode-Decode_Experiment-1-1,2379478,baby-milk,encoding,1.0,5,5,26532,26676,144,904.8,359.3,482.56,255.5,14.0,"baby lying on bed, wearing white shirt and pants, drinking from bottle",polygon,,0.298145
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,26684,26994,310,924.1,552.2,492.85,392.68,5.0,sidewalk made of concrete tiles,polygon,,0.132529
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,27022,27330,308,800.0,429.6,426.67,305.49,30.0,suitcase being carried by the left person,polygon,,0.051664
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,27378,27800,422,1110.8,341.0,592.43,242.49,9.0,luggages being carried by two people,polygon,,0.053269
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,27862,28048,186,801.5,419.4,427.47,298.24,18.0,red suitcases being carried by two people,polygon,,0.055838
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,28074,28298,224,859.4,451.7,458.35,321.21,23.0,man on the left carrying a red suitcase on his shoulder,polygon,,0.206378
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,28346,28714,368,1137.6,343.8,606.72,244.48,13.0,"red suitcase with a handle, carried by the right person",polygon,,0.089948
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,28754,28878,124,1005.8,348.6,536.43,247.89,16.0,"two people walking with luggage, one carrying a red suitcase on their shoulders",polygon,,0.575555
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,28920,29112,192,807.3,411.1,430.56,292.34,18.0,red suitcases being carried by two people,polygon,,0.06098
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,29134,29624,490,869.4,437.0,463.68,310.76,30.0,suitcase being carried by the left person,polygon,,0.207972
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,29672,30156,484,1100.3,352.1,586.83,250.38,31.0,grey jacket worn by the right person,polygon,,0.064902
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,30204,30322,118,862.2,571.0,459.84,406.04,15.0,pants in gray color worn by a person.,polygon,,0.150821
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,30368,30702,334,769.3,413.7,410.29,294.19,18.0,red suitcases being carried by two people,polygon,,0.06626
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,30728,30972,244,722.0,382.0,385.07,271.64,18.0,red suitcases being carried by two people,polygon,,0.303569
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,30996,31214,218,673.6,402.2,359.25,286.01,,,none,,0.31603
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,31252,31690,438,781.4,394.3,416.75,280.39,18.0,red suitcases being carried by two people,polygon,,0.081896
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,1.0,6,6,31754,32000,246,890.1,673.7,474.72,479.08,5.0,sidewalk made of concrete tiles,polygon,,0.057407
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,32008,32094,86,889.0,662.3,474.13,470.97,13.0,"surfboard in lime green, green , and yellow colors.",polygon,,0.011199
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,32118,32390,272,955.3,593.8,509.49,422.26,13.0,"surfboard in lime green, green , and yellow colors.",polygon,,0.020799
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,32452,32586,134,623.8,571.2,332.69,406.19,18.0,young surfer holding a lime green surfboard,proximity,39.02,0.657231
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,32634,33032,398,349.5,571.8,186.4,406.61,9.0,surfboard in short woman's arm.,polygon,,0.320155
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,33080,33250,170,595.9,611.7,317.81,434.99,,,none,,0.34881
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,33322,33488,166,1353.8,641.9,722.03,456.46,,,none,,0.285661
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,33530,33984,454,1376.7,513.8,734.24,365.37,8.0,"wetsuit in black, blue, red, ladies , worn by a woman.",polygon,,0.388255
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,34032,34174,142,1626.4,485.2,867.41,345.03,6.0,ocean water with waves,polygon,,0.074652
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,34250,34410,160,892.4,426.7,475.95,303.43,6.0,ocean water with waves,polygon,,0.072728
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,34476,34604,128,460.1,413.2,245.39,293.83,24.0,waves in rolling towards the shore.,proximity,48.46,0.174447
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,34626,34914,288,498.8,406.9,266.03,289.35,,,none,,0.145197
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,34936,36502,1566,467.5,406.1,249.33,288.78,,,none,,0.156376
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,36530,36766,236,445.8,391.6,237.76,278.47,24.0,waves in rolling towards the shore.,proximity,49.73,0.140172
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,36782,37166,384,448.1,397.2,238.99,282.45,24.0,waves in rolling towards the shore.,proximity,48.22,0.147647
Encode-Decode_Experiment-1-1,2408717,surfboard,encoding,1.0,7,7,37188,37334,146,379.8,426.2,202.56,303.08,14.0,surfer in lady 's shirt,polygon,,0.242314
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,37342,37676,334,926.3,581.1,494.03,413.23,0.0,small shiny red car with black roof,polygon,,0.089728
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,37724,38162,438,643.5,450.3,343.2,320.21,14.0,blue motorcycle parked next to car,polygon,,0.419116
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,38196,38570,374,575.9,504.7,307.15,358.9,,,none,,0.385557
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,38770,38982,212,498.9,475.2,266.08,337.92,14.0,blue motorcycle parked next to car,polygon,,0.419718
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,39008,39192,184,604.9,494.8,322.61,351.86,1.0,street with cobblestones,polygon,,0.359165
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,39222,39480,258,630.5,396.6,336.27,282.03,,,none,,0.471933
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,39506,39850,344,562.4,391.0,299.95,278.04,14.0,blue motorcycle parked next to car,polygon,,0.567607
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,39918,40346,428,977.8,582.9,521.49,414.51,0.0,small shiny red car with black roof,polygon,,0.040053
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,40410,40800,390,362.7,399.1,193.44,283.8,14.0,blue motorcycle parked next to car,polygon,,0.337123
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,40824,41026,202,341.3,464.4,182.03,330.24,14.0,blue motorcycle parked next to car,polygon,,0.119925
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,41092,41796,704,823.8,742.7,439.36,528.14,,,none,,0.078115
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,41846,42188,342,695.7,442.6,371.04,314.74,14.0,blue motorcycle parked next to car,polygon,,0.283907
Encode-Decode_Experiment-1-1,2350974,drink,encoding,1.0,8,8,42216,42584,368,629.1,393.9,335.52,280.11,,,none,,0.471363
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,42660,43036,376,936.1,606.9,499.25,431.57,,,none,,0.136141
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,43058,43412,354,934.8,660.1,498.56,469.4,,,none,,0.10437
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,43644,44108,464,819.8,771.0,437.23,548.27,10.0,tan dog playing and looking at frisbee,polygon,,0.233312
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,44156,44430,274,926.1,1046.7,493.92,744.32,10.0,tan dog playing and looking at frisbee,polygon,,0.150147
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,44472,44672,200,770.5,893.9,410.93,635.66,10.0,tan dog playing and looking at frisbee,polygon,,0.078397
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,44730,45200,470,985.0,612.3,525.33,435.41,2.0,red frisbee being held by a person,polygon,,0.122609
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,45252,45434,182,1502.6,412.2,801.39,293.12,7.0,person wearing a light gray shirt and gray shorts,polygon,,0.173898
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,45482,45656,174,1540.2,111.8,821.44,79.5,15.0,light gray shirt worn by a person,polygon,,0.034424
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,45686,46058,372,1703.7,67.3,908.64,47.86,15.0,light gray shirt worn by a person,polygon,,0.225143
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,46148,46530,382,867.5,621.0,462.67,441.6,10.0,tan dog playing and looking at frisbee,polygon,,0.161355
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,46582,46730,148,776.9,807.4,414.35,574.15,10.0,tan dog playing and looking at frisbee,polygon,,0.184548
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,46780,47468,688,995.9,643.1,531.15,457.32,,,none,,0.08775
Encode-Decode_Experiment-1-1,2412687,dog,encoding,1.0,9,9,47520,47942,422,828.7,773.7,441.97,550.19,10.0,tan dog playing and looking at frisbee,polygon,,0.22951
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,47984,48306,322,960.5,596.2,512.27,423.96,,,none,,0.159076
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,48356,48628,272,634.2,544.7,338.24,387.34,28.0,wine glass held by man on left,polygon,,0.251586
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,48654,48832,178,649.0,623.2,346.13,443.16,5.0,grey shirt worn by man on left,polygon,,0.201919
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,48870,49088,218,588.5,535.2,313.87,380.59,5.0,grey shirt worn by man on left,polygon,,0.14018
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,49158,49460,302,1219.0,496.2,650.13,352.85,24.0,wine glass held by man on right,polygon,,0.612179
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,49480,49696,216,1238.2,520.2,660.37,369.92,11.0,blue shirt with face design worn by man on right,polygon,,0.597742
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,49744,50176,432,1296.1,707.5,691.25,503.11,19.0,man on right wearing black fleece,polygon,,0.109102
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,50238,50438,200,505.8,510.9,269.76,363.31,5.0,grey shirt worn by man on left,polygon,,0.15327
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,50460,50714,254,578.5,517.1,308.53,367.72,5.0,grey shirt worn by man on left,polygon,,0.146395
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,50776,50918,142,182.9,856.2,97.55,608.85,1.0,blue jeans worn by man on left,polygon,,0.03892
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,50964,51088,124,91.7,684.2,48.91,486.54,,,none,,0.232308
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,51114,51320,206,193.4,655.9,103.15,466.42,,,none,,0.084476
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,51330,52030,700,184.0,669.3,98.13,475.95,,,none,,0.078769
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,52066,52448,382,111.2,727.1,59.31,517.05,,,none,,0.07518
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,52508,52906,398,73.5,1041.2,39.2,740.41,,,none,,0.0655
Encode-Decode_Experiment-1-1,2347400,wine,encoding,1.0,10,10,52926,53294,368,94.6,1051.9,50.45,748.02,,,none,,0.066691
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,53308,53420,112,964.1,620.3,514.19,441.1,5.0,sidewalk made of concrete tiles,polygon,,0.051994
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,53440,53602,162,963.7,625.2,513.97,444.59,5.0,sidewalk made of concrete tiles,polygon,,0.049668
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,53632,54040,408,802.7,508.2,428.11,361.39,14.0,sweatshirt worn by a person.,polygon,,0.131422
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,54066,54778,712,795.2,431.0,424.11,306.49,30.0,suitcase being carried by the left person,polygon,,0.049306
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,54834,55208,374,559.8,464.3,298.56,330.17,2.0,metal fence on the left side of the walkway,polygon,,0.373079
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,55254,55518,264,823.0,331.0,438.93,235.38,23.0,man on the left carrying a red suitcase on his shoulder,polygon,,0.384036
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,55580,55766,186,1185.7,367.9,632.37,261.62,,,none,,0.228903
Encode-Decode_Experiment-1-1,2385851,suitcase,encoding,2.0,11,11,55794,56082,288,1273.2,275.1,679.04,195.63,1.0,concrete wall with a sign on it on the right,polygon,,0.195554
