SubjectID,StimID,CueText,Phase,TrialIndex,TrialID,FixStart_ms,FixEnd_ms,Duration_ms,GazeX,GazeY,Salience,ImgX,ImgY,ObjectID,ObjectName,AssignmentMethod,ProximityDist_px,SalienceAtFixation,MeaningAtFixation
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,13716,13926,210,819.6,506.3,0.3726,437.12,360.04,3.0,"man in a grey jacket and jeans, standing on a ladder, adjusting the clock",polygon,,0.36586,0.288552
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,13964,14152,188,584.3,687.8,0.7324,311.63,489.1,,,none,,0.738498,0.508144
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,14198,14460,262,854.9,476.0,0.1913,455.95,338.49,1.0,large round analog clock with white and black colors,polygon,,0.187492,0.363419
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,14492,14792,300,778.1,278.4,0.5811,414.99,197.97,33.0,"man in a grey jacket and jeans, standing on a ladder, holding a camera",polygon,,0.572754,0.49275
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,14816,15044,228,682.3,328.5,0.3231,363.89,233.6,27.0,jacket worn by a man.,polygon,,0.314953,0.388371
Encode-Decode_Experiment-6-1,2360001,clock,encoding,3,3,15082,15236,154,763.2,620.3,0.0449,407.04,441.1,18.0,men working together to adjust a clock,polygon,,0.042256,0.282588
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,15244,15502,258,888.0,551.9,0.1,473.6,392.46,15.0,building wall.,polygon,,0.095535,0.595673
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,15546,15754,208,1203.7,450.1,0.6841,641.97,320.07,5.0,bikers performing stunts in the air,polygon,,0.657789,0.977452
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,15778,16022,244,1213.5,343.6,0.6116,647.2,244.34,10.0,dirt bike in mid air with a rider performing a trick,polygon,,0.603075,0.779695
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,16048,16558,510,1266.9,455.1,0.547,675.68,323.63,20.0,"motorcycle in mid-air, red and black in color",polygon,,0.527784,0.972276
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,16584,16902,318,1190.2,364.6,0.784,634.77,259.27,10.0,dirt bike in mid air with a rider performing a trick,polygon,,0.761312,0.834478
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,16920,17072,152,1115.6,319.1,0.5716,594.99,226.92,15.0,building wall.,polygon,,0.549481,0.702235
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,17122,17368,246,596.0,180.1,0.0342,317.87,128.07,15.0,building wall.,polygon,,0.033048,0.650507
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,17386,17896,510,656.1,164.9,0.0385,349.92,117.26,15.0,building wall.,polygon,,0.037792,0.650161
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,17928,18040,112,590.7,306.3,0.4128,315.04,217.81,2.0,"bike in red and black, airborne with rider performing a stunt",polygon,,0.397655,0.870769
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,18356,18512,156,709.0,297.5,0.3267,378.13,211.56,15.0,building wall.,polygon,,0.304553,0.918381
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,18564,18978,414,1187.5,388.8,0.527,633.33,276.48,10.0,dirt bike in mid air with a rider performing a trick,polygon,,0.492021,0.884714
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,18998,19416,418,1146.0,459.0,0.5473,611.2,326.4,5.0,bikers performing stunts in the air,polygon,,0.530101,0.939369
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,19434,19862,428,1135.1,534.6,0.541,605.39,380.16,0.0,"dirt bike in red and orange, airborne with a rider performing a stunt on it",polygon,,0.520862,0.901532
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,19884,20246,362,1212.6,475.6,0.6756,646.72,338.2,20.0,"motorcycle in mid-air, red and black in color",polygon,,0.65354,0.995178
Encode-Decode_Experiment-6-1,2371471,bike-stuntmen,encoding,4,4,20264,20316,52,1276.4,479.9,0.482,680.75,341.26,20.0,"motorcycle in mid-air, red and black in color",polygon,,0.453605,0.983655
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,20324,20588,264,968.8,574.1,0.3041,516.69,408.25,10.0,people sitting in the boat,polygon,,0.291742,0.736284
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,20616,20804,188,852.5,457.5,0.142,454.67,325.33,11.0,"white, purple, and red scarf worn by the woman at the front",polygon,,0.138756,0.921228
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,20824,20984,160,853.6,392.3,0.0832,455.25,278.97,6.0,head of the woman wearing a conical hat,polygon,,0.080151,0.887383
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,21032,21380,348,1128.4,213.7,0.1691,601.81,151.96,20.0,woman rowing the boat at the back,polygon,,0.163987,0.687628
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,21428,21792,364,736.4,419.7,0.0615,392.75,298.45,3.0,hair of the woman at the back,polygon,,0.057084,0.913112
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,21812,22098,286,689.5,468.4,0.0841,367.73,333.08,3.0,hair of the woman at the back,polygon,,0.080807,0.9492
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,22122,22340,218,732.5,603.0,0.4617,390.67,428.8,23.0,"white, blue, and purple clothing worn by the woman at the front",polygon,,0.441643,0.946936
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,22364,22544,180,742.6,529.0,0.1184,396.05,376.18,26.0,toddler sitting in the woman's lap,polygon,,0.109472,0.9988
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,22574,23158,584,825.6,366.3,0.0782,440.32,260.48,6.0,head of the woman wearing a conical hat,polygon,,0.07395,0.860164
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,23212,23594,382,1141.0,787.1,0.6549,608.53,559.72,17.0,small wooden boat floating on the water,polygon,,0.625134,0.58373
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,23630,23872,242,842.6,744.2,0.2414,449.39,529.21,17.0,small wooden boat floating on the water,polygon,,0.233491,0.734756
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,23900,24286,386,744.2,593.3,0.4265,396.91,421.9,23.0,"white, blue, and purple clothing worn by the woman at the front",polygon,,0.407918,0.956373
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,24306,24582,276,759.2,530.7,0.1242,404.91,377.39,26.0,toddler sitting in the woman's lap,polygon,,0.115207,0.994401
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,24596,24804,208,760.1,503.5,0.1091,405.39,358.04,26.0,toddler sitting in the woman's lap,polygon,,0.104881,0.994538
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,24832,25110,278,855.1,371.1,0.0683,456.05,263.89,6.0,head of the woman wearing a conical hat,polygon,,0.065261,0.863532
Encode-Decode_Experiment-6-1,2383555,boat,encoding,5,5,25160,25394,234,1204.5,652.6,0.3736,642.4,464.07,20.0,woman rowing the boat at the back,polygon,,0.35536,0.55771
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,25402,25692,290,950.6,555.4,0.1435,506.99,394.95,6.0,"child on the back of the woman, under an umbrella, reaching out with right hand.",polygon,,0.14105,0.854566
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,25734,25992,258,586.2,639.1,0.1235,312.64,454.47,14.0,"woman holding a baby, wearing a black hat and hoop earrings, smiling.",polygon,,0.123378,0.662646
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,26008,26160,152,531.3,648.4,0.3384,283.36,461.08,14.0,"woman holding a baby, wearing a black hat and hoop earrings, smiling.",polygon,,0.33752,0.688141
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,26218,26410,192,1162.6,526.8,0.0466,620.05,374.61,16.0,"head of a baby with a hood on, looking towards the camera.",polygon,,0.045946,0.990176
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,26428,26574,146,1170.1,601.6,0.0498,624.05,427.8,16.0,"head of a baby with a hood on, looking towards the camera.",polygon,,0.047956,0.986299
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,26622,26932,310,1323.7,164.3,0.1957,705.97,116.84,2.0,"open umbrella with pink, purple, multicolored, and yellow patterns, held above the woman and child.",polygon,,0.1903,0.69538
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,26980,27376,396,1590.3,412.3,0.2108,848.16,293.19,2.0,"open umbrella with pink, purple, multicolored, and yellow patterns, held above the woman and child.",polygon,,0.218067,0.639249
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,27402,27654,252,1526.8,544.0,0.0427,814.29,386.84,2.0,"open umbrella with pink, purple, multicolored, and yellow patterns, held above the woman and child.",polygon,,0.042594,0.662696
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,27696,27904,208,1115.4,607.8,0.0365,594.88,432.21,16.0,"head of a baby with a hood on, looking towards the camera.",polygon,,0.036414,0.975355
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,27958,28176,218,554.7,641.0,0.2576,295.84,455.82,14.0,"woman holding a baby, wearing a black hat and hoop earrings, smiling.",polygon,,0.255106,0.675884
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,28196,28432,236,480.1,595.3,0.1738,256.05,423.32,4.0,"head of a woman with black hair and a black hat, smiling, located on the left side.",polygon,,0.170129,0.691205
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,28464,28638,174,584.9,697.5,0.0628,311.95,496.0,14.0,"woman holding a baby, wearing a black hat and hoop earrings, smiling.",polygon,,0.06265,0.653306
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,28654,28846,192,534.8,738.5,0.0292,285.23,525.16,14.0,"woman holding a baby, wearing a black hat and hoop earrings, smiling.",polygon,,0.028817,0.659086
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,28890,29200,310,509.4,374.8,0.0919,271.68,266.52,4.0,"head of a woman with black hair and a black hat, smiling, located on the left side.",polygon,,0.089261,0.505732
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,29250,29438,188,844.1,797.9,0.0592,450.19,567.4,10.0,"pole in silver color, part of the umbrella structure.",polygon,,0.057568,0.426409
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,29486,29618,132,1178.3,543.7,0.047,628.43,386.63,16.0,"head of a baby with a hood on, looking towards the camera.",polygon,,0.046135,0.993909
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,29638,30124,486,1155.6,629.3,0.0461,616.32,447.5,16.0,"head of a baby with a hood on, looking towards the camera.",polygon,,0.045394,0.962101
Encode-Decode_Experiment-6-1,2347025,umbrella,encoding,6,6,30150,30470,320,968.6,642.2,0.0759,516.59,456.68,6.0,"child on the back of the woman, under an umbrella, reaching out with right hand.",polygon,,0.074848,0.811909
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,30478,30726,248,948.3,544.0,0.064,505.76,386.84,12.0,brown shirt with yellow logo worn by man playing Wii,polygon,,0.059918,0.679931
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,30772,30952,180,669.6,166.5,0.1022,357.12,118.4,2.0,man in brown shirt playing Wii with a controller,polygon,,0.094611,0.834189
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,30966,31134,168,691.1,203.8,0.1421,368.59,144.92,2.0,man in brown shirt playing Wii with a controller,polygon,,0.132119,0.87584
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,31192,31928,736,1322.1,301.1,0.1456,705.12,214.12,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.1354,0.919463
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,31960,32204,244,1226.5,465.8,0.162,654.13,331.24,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.153107,0.932908
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,32234,32406,172,1306.1,316.8,0.1422,696.59,225.28,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.133857,0.955996
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,32458,32664,206,704.1,221.6,0.137,375.52,157.58,2.0,man in brown shirt playing Wii with a controller,polygon,,0.12686,0.887958
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,32718,32920,202,351.9,693.4,0.0994,187.68,493.08,34.0,left hand of a man in brown shirt holding a Wii controller,polygon,,0.091612,0.735187
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,32948,33124,176,187.7,669.3,0.0697,100.11,475.95,2.0,man in brown shirt playing Wii with a controller,polygon,,0.064939,0.836607
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,33134,33558,424,177.3,652.7,0.055,94.56,464.14,1.0,girl sitting on the couch in the background,polygon,,0.051516,0.838009
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,33616,33904,288,664.5,185.0,0.1204,354.4,131.56,2.0,man in brown shirt playing Wii with a controller,polygon,,0.112027,0.85726
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,33924,34230,306,709.0,264.6,0.0998,378.13,188.16,2.0,man in brown shirt playing Wii with a controller,polygon,,0.093033,0.915651
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,34240,34554,314,683.5,239.0,0.1259,364.53,169.96,2.0,man in brown shirt playing Wii with a controller,polygon,,0.11782,0.913714
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,34610,34802,192,1249.9,281.4,0.2071,666.61,200.11,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.195215,0.904065
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,34822,35000,178,1302.1,303.1,0.1617,694.45,215.54,11.0,man in gray shirt and blue jeans holding a Wii controller,polygon,,0.152169,0.941261
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,35054,35246,192,700.9,329.7,0.1241,373.81,234.45,2.0,man in brown shirt playing Wii with a controller,polygon,,0.116977,0.90607
Encode-Decode_Experiment-6-1,2367132,video game,encoding,7,7,35296,35512,216,300.6,632.9,0.0669,160.32,450.06,2.0,man in brown shirt playing Wii with a controller,polygon,,0.062282,0.768217
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,35568,35824,256,966.1,564.1,0.0282,515.25,401.14,25.0,orange liquid in orange blender.,polygon,,0.028627,0.590305
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,35858,36132,274,707.9,488.2,0.0464,377.55,347.16,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.046131,0.801455
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,36148,36332,184,685.7,538.1,0.0644,365.71,382.65,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.064877,0.792774
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,36398,36628,230,1460.8,249.7,0.0875,779.09,177.56,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.087855,0.969312
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,36652,36834,182,1528.4,196.1,0.0584,815.15,139.45,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.057022,0.988308
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,36872,37030,158,1267.8,496.9,0.1363,676.16,353.35,,,none,,0.13887,0.716388
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,37066,37440,374,980.7,566.6,0.0295,523.04,402.92,25.0,orange liquid in orange blender.,polygon,,0.02986,0.580721
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,37458,37800,342,948.5,633.8,0.0448,505.87,450.7,10.0,"blender with a silver base and a black top, containing orange smoothie.",polygon,,0.041452,0.596082
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,37836,38090,254,819.3,864.6,0.1445,436.96,614.83,,,none,,0.14337,0.501094
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,38136,38476,340,675.7,543.2,0.0588,360.37,386.28,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.059439,0.785353
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,38530,38746,216,706.8,943.3,0.0668,376.96,670.79,4.0,green table with scalloped edge stand.,polygon,,0.066703,0.55793
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,38774,38936,162,902.2,997.8,0.008,481.17,709.55,4.0,green table with scalloped edge stand.,polygon,,0.008296,0.313238
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,39000,39266,266,1558.4,684.9,0.0188,831.15,487.04,32.0,green shirt in green shirt,polygon,,0.019089,0.288147
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,39310,39478,168,1409.2,543.9,0.0719,751.57,386.77,7.0,"woman wearing a green shirt and jeans, smiling and holding the blender lid.",polygon,,0.07203,0.620686
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,39508,39688,180,1265.3,644.0,0.0642,674.83,457.96,19.0,shirt in yellow color worn by a person.,polygon,,0.064149,0.672083
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,39742,40050,308,673.2,570.3,0.0547,359.04,405.55,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.056715,0.77686
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,40066,40414,348,623.4,591.1,0.0375,332.48,420.34,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.037466,0.723192
Encode-Decode_Experiment-6-1,2349475,blender,encoding,8,8,40428,40618,190,638.4,563.1,0.0501,340.48,400.43,29.0,"person wearing a blue shirt and black shorts, with a yellow hat, smiling and leaning over to operate a blender, pedaling.",polygon,,0.051911,0.746995
Encode-Decode_Experiment-6-1,2344622,cat,encoding,9,9,40654,40960,306,958.9,548.5,0.0549,511.41,390.04,23.0,striped cat's head,polygon,,0.049897,0.555154
Encode-Decode_Experiment-6-1,2344622,cat,encoding,9,9,40984,41424,440,817.4,516.6,0.2449,435.95,367.36,23.0,striped cat's head,polygon,,0.228613,0.677279
Encode-Decode_Experiment-6-1,2344622,cat,encoding,9,9,41440,41796,356,756.3,516.3,0.2831,403.36,367.15,23.0,striped cat's head,polygon,,0.266328,0.680937
Encode-Decode_Experiment-6-1,2344622,cat,encoding,9,9,41812,41988,176,824.7,517.4,0.2351,439.84,367.93,23.0,striped cat's head,polygon,,0.222289,0.67406
Encode-Decode_Experiment-6-1,2344622,cat,encoding,9,9,42032,42178,146,700.5,191.0,0.0451,373.6,135.82,26.0,brown and black cat laying head down,polygon,,0.042719,0.177348
