SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,mean_meaning,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-28-1,2367132,encoding,4.520282,0.681818,0.193364,0.108058,22,15,False,0.082816,0.122242,32,5,40,37,0.925,0.088196,0.757745,1.0,2448.0,2.0,2.0,How many men are playing in the scene?,0.0,5763.0,2.0,4.0,In which hand(s) are the men holding the controllers?,33.0,1.0,,,,
Encode-Decode_Experiment-28-1,150472,encoding,1.517,0.44,0.29212,0.097482,25,11,False,0.075324,0.106887,23,16,39,39,1.0,0.088273,0.688637,1.0,2117.0,2.0,2.0,Where is the pizza slice located?,1.0,2229.0,4.0,4.0,How many women are in the scene?,34.0,2.0,,,,
Encode-Decode_Experiment-28-1,2369373,encoding,1.888723,0.470588,0.24,0.122087,17,8,False,0.229131,0.286956,31,6,39,37,0.9487,0.23092,0.702829,1.0,6096.0,3.0,3.0,What tool is the chef using?,1.0,3568.0,3.0,3.0,What is the appearance of the oven?,36.0,2.0,,,,
Encode-Decode_Experiment-28-1,2371471,encoding,0.531956,0.307692,0.254038,0.100861,26,8,False,0.378038,0.557206,17,20,37,37,1.0,0.474885,0.842453,0.0,7453.0,1.0,2.0,What stunt is one motorcyclist performing?,1.0,5185.0,3.0,3.0,What is nearest to the motorcyclists?,38.0,1.0,,,,
Encode-Decode_Experiment-28-1,2385851,encoding,-1.02895,0.034483,0.095034,0.058848,29,1,False,0.073057,0.177345,3,35,42,38,0.9048,0.191007,0.869365,1.0,7563.0,3.0,3.0,Where are the men?,1.0,3114.0,2.0,2.0,What are the men doing with the suitcases?,43.0,2.0,,,,
Encode-Decode_Experiment-28-1,2345035,encoding,3.764159,0.576923,0.226346,0.093136,26,15,False,0.218057,0.210256,23,10,40,33,0.825,0.206665,0.779506,1.0,3753.0,2.0,2.0,Who runs toward the football in the scene?,0.0,8167.0,2.0,3.0,What are the people doing with the football?,53.0,1.0,,,,
Encode-Decode_Experiment-28-1,2369373,decoding,-0.194908,0.625,0.66275,0.193681,8,5,False,0.189301,0.20915,7,4,11,11,1.0,0.196519,0.733777,,,,,,,,,,,,,man putting pizza into oven that resembles a mouth,20572.0,1.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2387122,decoding,,1.0,1.0,0.0,1,1,True,0.171247,,6,0,10,6,0.6,0.15538,0.89921,,,,,,,,,,,,,polar bear is in water in a glass encolsure and pressing against the glass barrier while a person in front of the barrier is holding a camera,36087.0,2.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2411268,decoding,,0.0,0.0,0.0,5,0,False,,0.094183,0,16,16,16,1.0,0.094183,0.634772,,,,,,,,,,,,,a little girl is looking up at the apple tree while holding a red bag,17412.0,3.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2410309,decoding,-0.296574,0.25,0.300125,0.169014,8,2,False,0.117179,0.125036,5,12,18,17,0.9444,0.127283,0.385872,,,,,,,,,,,,,a woman and a small child are sat on a sofa. The woman has a laptop in her lap and the child is touching the keyboard of another computer. There is a bottle in the middle,41997.0,4.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2344622,decoding,,,,,0,0,True,,0.165094,0,13,13,13,1.0,0.165094,0.636762,,,,,,,,,,,,,"There is a cat on the left of the photo, resting on top of a blue blanket. On the right, a person is typing on a keyboard",33695.0,5.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,150472,decoding,,0.0,0.0,0.0,5,0,False,,0.095351,0,13,13,13,1.0,0.095351,0.79699,,,,,,,,,,,,,Two women are leaning forward to eat a slice of pizza off of a paper plate. The woman on the right is wearing glasses,33844.0,6.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2385550,decoding,1.140827,0.625,0.410875,0.187693,8,5,False,0.215912,0.190688,11,1,12,12,1.0,0.21381,0.738507,,,,,,,,,,,,,"Two children, a boy on the left and a girl on the right, with tangerines in their mouths",21508.0,7.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2371471,decoding,,1.0,1.0,0.0,2,2,False,0.118048,,11,0,14,11,0.7857,0.094114,0.550907,,,,,,,,,,,,,Two stuntmen in the air on their bikes. The man on the right is performing a handstand and there is a dirt ramp at the bottom of the image,36193.0,8.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2409918,decoding,1.083077,0.875,0.6665,0.192507,8,7,False,0.091005,,17,0,17,17,1.0,0.091005,0.543988,,,,,,,,,,,,,Two elephants in water with a boy on each of their backs. The boy on the left is standing while the boy on the right is sitting. The elephant on the right is eating plants,40890.0,9.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2356991,decoding,,0.0,0.0,0.0,2,0,False,,0.096687,0,11,11,11,1.0,0.096687,0.461972,,,,,,,,,,,,,One player is diving head-first towards the stump while the other player with a gloved hand is catching the ball,29232.0,10.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2348899,decoding,0.608441,0.333333,0.233333,0.164354,9,3,False,0.127063,0.155255,8,5,13,13,1.0,0.137906,0.621966,,,,,,,,,,,,,A man with an undone tie is taking to two other men on the left of the image. A woman on the right of the image is reaching forwards to touch the man's tie,36313.0,11.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2349475,decoding,2.240201,0.833333,0.329833,0.224757,6,5,False,0.071297,0.01843,17,1,18,18,1.0,0.06836,0.680098,,,,,,,,,,,,,One person is cycling on a bike to power the blender and they ar eon the left of the image. The woman on the right is holding the lid of the blender,37493.0,12.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2386442,decoding,-0.745687,0.166667,0.334833,0.225519,6,1,False,0.118619,0.054111,3,12,15,15,1.0,0.067013,0.754656,,,,,,,,,,,,,"A woman, a man, and a child are all brushing their teeth. The woman is on the left and wearing a pink shirt, the child in the middle is wearing a checked shirt, and the man on the right is wearing a purple shirt",46724.0,13.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2379478,decoding,-0.077089,0.125,0.135625,0.137828,8,1,False,0.453804,0.381545,2,10,18,12,0.6667,0.271843,0.485086,,,,,,,,,,,,,Two babies are lying side by side on a bed with striped pillows under their heads and are ducking milk from bottles,27016.0,14.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2385851,decoding,,0.0,0.0,0.0,6,0,False,,0.195819,0,15,15,15,1.0,0.195819,0.923539,,,,,,,,,,,,,Two people are walking on a covered walkway and are each carrying a large red suitcase on their backs,33553.0,15.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2347400,decoding,0.74521,0.333333,0.196167,0.184065,6,2,False,0.096102,0.114285,11,5,17,16,0.9412,0.102229,0.671081,,,,,,,,,,,,,"Two men are sat on a couch, each holding a glass of wine and smelling it. There is a TV in the background on the left",28005.0,16.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2362704,decoding,0.904323,0.5,0.322125,0.196694,8,4,False,0.166554,0.124544,10,3,18,13,0.7222,0.113858,0.547121,,,,,,,,,,,,,There are two black bears eating pumpkin. The bear on the right of the image is facing away,23670.0,17.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2350974,decoding,0.129848,0.428571,0.403571,0.192533,7,3,False,0.195331,0.274742,9,5,15,14,0.9333,0.214856,0.745772,,,,,,,,,,,,,,20037.0,18.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2412687,decoding,,0.0,0.0,0.0,6,0,False,,0.045487,0,19,19,19,1.0,0.045487,0.269754,,,,,,,,,,,,,A man and a dog are in a back garden. The man is standing on the right holding a red frisbee for the dog to catch,31172.0,19.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2408717,decoding,-0.667424,0.5,0.675,0.262202,4,2,False,0.322428,0.085779,4,10,14,14,1.0,0.153393,0.698957,,,,,,,,,,,,,Four people are walking along the beach carrying surfboards. The two on the right of the image are holding bright green surfboards,28173.0,20.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2367132,decoding,-1.542048,0.25,0.6605,0.266204,4,1,False,0.086766,0.020401,7,14,21,21,1.0,0.042523,0.640767,,,,,,,,,,,,,"Two men are standing up and playing a video game, holding the controllers in both hands. Behind them there is a young girl sat on the sofa",30304.0,21.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2347025,decoding,,1.0,1.0,0.0,2,2,False,0.099249,,9,0,16,9,0.5625,0.091157,0.636928,,,,,,,,,,,,,A baby is on a woman's back and the baby is holding a bright pink umbrella,26005.0,22.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2383555,decoding,3.350887,0.5,0.138167,0.107981,12,6,False,0.14896,0.095116,13,3,18,16,0.8889,0.126166,0.765207,,,,,,,,,,,,,Two women and a child are ona wooden raft on the river. The woman at the back is rowing and the woman at the front is holding the child,30495.0,23.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2374670,decoding,1.218516,0.888889,0.666667,0.182371,9,8,False,0.208877,0.257281,13,1,14,14,1.0,0.212335,0.909182,,,,,,,,,,,,,"A red truck on a track, spraying out water bahind it while a man is stood at the back of the truck",32716.0,24.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2397102,decoding,0.241435,0.4,0.3388,0.253485,5,2,False,0.091091,0.068522,8,9,21,17,0.8095,0.064506,0.332021,,,,,,,,,,,,,A man and a woman are cutting a cake together. The woman is wearing a pink dress and the man is in a suit and holding a beer bottle in his other hand,33776.0,25.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2370664,decoding,0.586091,0.8,0.6586,0.241259,5,4,False,0.087475,0.392364,14,2,19,16,0.8421,0.164026,0.643809,,,,,,,,,,,,,"Three people are stood in a street, all biting into a donut. There is a woman in the middle and two men either side of her",24027.0,26.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2394020,decoding,0.246494,0.714286,0.665429,0.198208,7,5,False,0.211405,0.441631,13,1,14,14,1.0,0.22785,0.874566,,,,,,,,,,,,,Two men rifing brown and white horses along a beach. Both men are wearing cowboy hats,19219.0,27.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2360001,decoding,,0.0,0.0,0.0,6,0,False,,0.219179,0,15,15,15,1.0,0.219179,0.290394,,,,,,,,,,,,,Four men are stood on scaffolding trying to raise a clock,12330.0,28.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2356125,decoding,0.358842,0.6,0.5034,0.2692,5,3,False,0.094242,0.11419,15,1,16,16,1.0,0.095489,0.563493,,,,,,,,,,,,,There are four people in the image. A man and a woman are stood on the left while two other people are lifting a striped suitcase onto the conveyer belt. There are two other suitcases on the conveyer belt. One is plain and the other one has a checked pattern,77247.0,29.0,Which description best matches the image?
Encode-Decode_Experiment-28-1,2345035,decoding,-0.339642,0.25,0.343,0.273817,4,1,False,0.180165,0.143297,8,4,13,12,0.9231,0.156996,0.651494,,,,,,,,,,,,,Two girls are chasing a football. The girl on the right is wearing a blue football jersey and the girl on the left is wearing a white football jersey.,34031.0,30.0,Which description best matches the image?
