SubjectID,StimID,Phase,svg_z,svg_obs,svg_null_mean,svg_null_std,n_transitions,n_relational,low_n,mean_salience_relational,mean_salience_nonrelational,n_relational_fixations,n_nonrelational_fixations,n_fixations,n_aoi,aoi_prop,mean_salience,mean_meaning,enc_q1_accuracy,enc_q1_rt_ms,enc_q1_response,enc_q1_correct_key,enc_q1_question,enc_q2_accuracy,enc_q2_rt_ms,enc_q2_response,enc_q2_correct_key,enc_q2_question,enc_trial_index,enc_total_correct,dec_free_response,dec_rt_ms,dec_trial_index,dec_cue_question
Encode-Decode_Experiment-23-1,2411268,decoding,,1.0,1.0,0.0,1,1,True,0.064602,,4,0,4,4,1.0,0.064602,0.590856,,,,,,,,,,,,,"a child, female, probably aged 5 or 6, reaches above her head to g?UNKNOWN?et an apple from a tree. She has pink wellington boots, waterproof trousers and a raincoat on. In the non-reaching hand (left) she holds a red and white bag",109706.0,6.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2356125,decoding,0.911408,0.75,0.5025,0.271558,4,3,False,0.079418,,10,0,10,10,1.0,0.079418,0.577473,,,,,,,,,,,,,"two female members of airport staff stand on either side of a suitcase as they move it onto a conveyor belt. There are four staff in total, 3 women and one man. The man stands upright, to the left of the women, he has a grey side parting, the other woman is to the left of him. All four members of staff are wearing suits. The conveyor belt weaves inbetween the staff.",130814.0,7.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2345035,decoding,,1.0,1.0,0.0,1,1,True,0.095974,,6,0,6,6,1.0,0.095974,0.651968,,,,,,,,,,,,,"two young girls can be seen chasing a football. Both have black nike football boots on and are playing for opposite teams. They are in the top right corner of the pitch, relative to the attacking team. One girl is wearing navy blue with a number 30 long sleeve shirt and the other has a white shirt, she is winning the race to the ball.",144159.0,8.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2344622,decoding,-0.404702,0.5,0.6525,0.376821,2,1,False,0.062119,0.208568,3,4,8,7,0.875,0.135297,0.408802,,,,,,,,,,,,,a cat rests its head on a folded blue towel next to its owners keyboard laptop. The cat is tabby. The person's left arm and hand can be seen. The cat is close to being asleep,86187.0,9.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2367132,decoding,1.230936,1.0,0.6745,0.264433,4,4,False,0.085469,,7,0,7,7,1.0,0.085469,0.646611,,,,,,,,,,,,,"two men are playing on a wii console. a young girl sits in the background, smiling on a couch, a glass bottle in front of her. The men have cheerful facial expressions and are holding a controller in one hand and the nunchuck in the other. One of the men is ginger.",106925.0,10.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,150472,decoding,,0.0,0.0,0.0,5,0,False,,0.15585,0,6,6,6,1.0,0.15585,0.366722,,,,,,,,,,,,,,36401.0,11.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2385851,decoding,,0.0,0.0,0.0,2,0,False,,0.176317,0,7,7,7,1.0,0.176317,0.969008,,,,,,,,,,,,,"two men are wearing all red jumpsuits, carrying large suitcases along a covered walkway. One or maybe both of them have shoulder length grey hair.",65099.0,12.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2370664,decoding,,,,,0,0,True,,0.021216,0,5,5,5,1.0,0.021216,0.856662,,,,,,,,,,,,,"Three individuals sit on the street in a triangle formation, two men on the bottom left and right of the image, both wearing blue t shirts, and a woman at the top (might be a man with long hair) in a red/orange t shirt. All three of them hold up a glazed ring donut, smiling in to the camera.",137689.0,13.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2371471,decoding,,1.0,1.0,0.0,2,2,False,0.092622,,10,0,10,10,1.0,0.092622,0.630913,,,,,,,,,,,,,two bike stuntmen are in mid air. The one on the left remains seated on their bike whilst the other attempts a handstand whilst holding the bike's handles. They are jumping over a dirt ramp. Both bikes are red.,96957.0,14.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2397102,decoding,,0.0,0.0,0.0,2,0,False,,0.05882,0,12,12,12,1.0,0.05882,0.383709,,,,,,,,,,,,,A couple cut their wedding cake together. They are in traditional wedding attire. The man uses his right hand to help cut whilst holding a beer bottle in the left. The cake is white and has several tiers.,108320.0,15.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2347400,decoding,,0.0,0.0,0.0,3,0,False,,0.072996,0,7,7,7,1.0,0.072996,0.667573,,,,,,,,,,,,,"two men sit on the sofa, each with their noses in a wine glass with a very small volume of red wine.",58285.0,16.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2350974,decoding,,0.0,0.0,0.0,1,0,True,,0.06794,0,4,5,4,0.8,0.13238,0.611757,,,,,,,,,,,,,,39539.0,17.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2410309,decoding,-1.549814,0.333333,0.666833,0.215187,6,2,False,0.180258,0.109788,4,4,8,8,1.0,0.145023,0.517314,,,,,,,,,,,,,"a woman and infant sit on a couch together. The woman faces forward, sat on the left, concentrating on the screen. The infant is hunched over on the right, with its right hand on the keyboard of its own laptop. The sofa is white. The woman is largely built with dark hair.",115118.0,18.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2374670,decoding,,1.0,1.0,0.0,1,1,True,0.288718,,7,0,7,7,1.0,0.288718,0.880473,,,,,,,,,,,,,"A red truck is moving through the street, spraying water from several holes on its rear surface. A man is clasped to the back of the vehicle, wearing casual clothing. The sun is shining.",106578.0,19.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2360001,decoding,-0.789815,0.0,0.096143,0.121728,7,0,False,,0.127193,0,12,12,12,1.0,0.127193,0.311433,,,,,,,,,,,,,"four men are erecting a large clock on a high street. They are stood on a led?UNKNOWN?ge, all touching the clock, trying to lift it up. The photo was taken in black and white, the era looks pre-early industrial period.",105245.0,20.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2387122,decoding,,0.0,0.0,0.0,2,0,False,,0.154938,0,8,13,8,0.6154,0.188797,0.764202,,,,,,,,,,,,,"a polar bear presses its paw against the glass of a tank in a zoo, it is biting down on the wooden ledge of the tank. Most of the bear's body is submerged in water.",80565.0,21.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2362704,decoding,,0.0,0.0,0.0,3,0,False,,0.253378,0,6,6,6,1.0,0.253378,0.790027,,,,,,,,,,,,,,23433.0,22.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2379478,decoding,-0.243044,0.166667,0.21,0.178294,6,1,False,0.474307,0.398166,2,5,9,7,0.7778,0.327128,0.542222,,,,,,,,,,,,,an infant - a milk bottle - parent,23209.0,23.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2394020,decoding,1.107389,0.875,0.670375,0.184782,8,7,False,0.256053,,13,0,13,13,1.0,0.256053,0.861379,,,,,,,,,,,,,,12898.0,24.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2349475,decoding,0.551661,0.166667,0.094167,0.131421,6,1,False,0.025984,0.057729,6,6,12,12,1.0,0.041856,0.685041,,,,,,,,,,,,,"three people, two men and one woman, surround a blender. One of the men, on the left of the screen, is pedaling an exercise bike to power the blender whilst the other people watch. The man has a moustache. All of the people look happy, the photo is taken somewhere warm. The woman holds the lid of the blender down.",110151.0,25.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2386442,decoding,-0.623321,0.166667,0.305,0.22193,6,1,False,0.162523,0.084906,3,8,11,11,1.0,0.106074,0.791669,,,,,,,,,,,,,"a small child, with her mum to her right and dad to her left (presumably) are brushing their teeth. The man has a purple shirt on and a dark side parting. the three are staring into the camera at close proximity.",104842.0,26.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2385550,decoding,1.593122,0.75,0.328,0.264889,4,3,False,0.563789,0.628523,10,1,11,11,1.0,0.569674,0.790467,,,,,,,,,,,,,"two young kids, a boy?UNKNOWN? and a girl (siblings?UNKNOWN??) face into the camera. Brown eyes. Both have tangerine segments in their mouths, immitating a smile. Both kids have brown eyes and dark blond hair. The girl looks slightly older. The boy has a bowl cut.",103218.0,27.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2383555,decoding,,1.0,1.0,0.0,3,3,False,0.226771,,11,0,11,11,1.0,0.226771,0.923849,,,,,,,,,,,,,"three people are in a small boat (kayak?) - two women and a child. Another boat is visible in the background, both boats are going across a lake which has seagrasss or something else tall growing out the top. The woman in the back has a disc-shaped hat on and is rowing the boat, holding the oar to her left, stood up. The other woman sits in front, legs faced foward, with the child in her arms. The facial expressions are glum.",184961.0,28.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2369373,decoding,-1.583369,0.25,0.67375,0.267626,4,1,False,0.048263,0.197194,8,3,11,11,1.0,0.08888,0.670818,,,,,,,,,,,,,A chef holds a large pizza spatula over his shoulder and into a pizza oven. There is a pizza sat on the flat part of the appliance. The oven is the mouth of a large carved stone face and there is a fire going in the background of it.,109413.0,29.0,Which description best matches the image?
Encode-Decode_Experiment-23-1,2348899,decoding,,,,,0,0,True,,0.216362,0,7,7,7,1.0,0.216362,0.895736,,,,,,,,,,,,,"four people, three men and a woman, are at a dinner table wearing formal attire. From left to right the seating arrangement is: man, man, man, woman. The woman is touching the tie of the adjacent man, facing away from the camera.",86566.0,30.0,Which description best matches the image?
